epoch,lr,step,train_acc,train_auc,train_f1,train_loss,train_precision,train_recall,train_tpr,val_acc,val_auc,val_f1,val_loss,val_precision,val_recall,val_tpr
0,3.9999998989515007e-05,0,,,,0.9860843420028687,,,,,,,,,,
0,4.000024273409508e-05,1,,,,0.9859585762023926,,,,,,,,,,
0,4.00009703298565e-05,2,,,,1.0398494005203247,,,,,,,,,,
0,4.000218177679926e-05,3,,,,1.0202257633209229,,,,,,,,,,
0,4.0003880712902173e-05,4,,,,1.0345964431762695,,,,,,,,,,
0,4.000606350018643e-05,5,,,,1.0177866220474243,,,,,,,,,,
0,4.0008733776630834e-05,6,,,,0.9345926642417908,,,,,,,,,,
0,4.0011884266277775e-05,7,,,,1.0362013578414917,,,,,,,,,,
0,4.001552224508487e-05,8,,,,1.0437524318695068,,,,,,,,,,
0,4.001964771305211e-05,9,,,,1.0038082599639893,,,,,,,,,,
0,4.0024257032200694e-05,10,,,,0.9049025774002075,,,,,,,,,,
0,4.002935020253062e-05,11,,,,0.9906460046768188,,,,,,,,,,
0,4.0034927224041894e-05,12,,,,1.0017491579055786,,,,,,,,,,
0,4.0040991734713316e-05,13,,,,0.9839031100273132,,,,,,,,,,
0,4.004754009656608e-05,14,,,,0.9217320084571838,,,,,,,,,,
0,4.005457230960019e-05,15,,,,0.9704813957214355,,,,,,,,,,
0,4.006209201179445e-05,16,,,,0.9854195713996887,,,,,,,,,,
0,4.007009556517005e-05,17,,,,0.9314612746238708,,,,,,,,,,
0,4.00785866077058e-05,18,,,,0.9585652351379395,,,,,,,,,,
0,4.00875615014229e-05,19,,,,0.9657023549079895,,,,,,,,,,
0,4.0097020246321335e-05,20,,,,0.931445837020874,,,,,,,,,,
0,4.010696284240112e-05,21,,,,0.9664797782897949,,,,,,,,,,
0,4.011739292764105e-05,22,,,,0.9906665086746216,,,,,,,,,,
0,4.0128306864062324e-05,23,,,,0.936081051826477,,,,,,,,,,
