train_loss,epoch,step,val_loss,val_acc,val_f1,val_auc,val_tpr,train_acc,train_f1,train_auc,train_tpr,learning_rate
1.2570734725159127e-05,0,9,,,,,,,,,,
3.1077724997885525e-05,0,19,,,,,,,,,,
2.4281522200908512e-05,0,29,,,,,,,,,,
9.443601447856054e-05,0,39,,,,,,,,,,
2.2304218873614445e-05,0,49,,,,,,,,,,
2.351245711906813e-05,0,59,,,,,,,,,,
3.104872303083539e-05,0,69,,,,,,,,,,
3.096732325502671e-05,0,79,,,,,,,,,,
1.8750719391391613e-05,0,89,,,,,,,,,,
3.764438588405028e-05,0,99,,,,,,,,,,
4.2187952203676105e-05,0,109,,,,,,,,,,
9.336865332443267e-05,0,119,,,,,,,,,,
1.159289968200028e-05,0,129,,,,,,,,,,
,0,129,0.0650218203663826,0.9923127293586731,0.9922531247138977,0.9999974370002747,0.9980204438172838,,,,,
2.0847848645644262e-05,0,139,,,,,,,,,,
0.00012129828974138945,0,149,,,,,,,,,,
4.653540236176923e-05,0,159,,,,,,,,,,
2.9041268135188147e-05,0,169,,,,,,,,,,
3.606508835218847e-05,0,179,,,,,,,,,,
2.4286888219648972e-05,0,189,,,,,,,,,,
4.746949707623571e-05,0,199,,,,,,,,,,
3.992398706031963e-05,0,209,,,,,,,,,,
1.8317914509680122e-05,0,219,,,,,,,,,,
2.2183747205417603e-05,0,229,,,,,,,,,,
3.2111871405504644e-05,0,239,,,,,,,,,,
2.6865111067309044e-05,0,249,,,,,,,,,,
0.0001098049760912545,0,259,,,,,,,,,,
,0,259,0.07255996018648148,0.9913194179534912,0.991243302822113,0.9999973773956299,0.9979738782928579,,,,,
,0,260,,,,,,0.9999493360519409,0.9999493360519409,0.999954342842102,0.921994512947425,0.00012234791938681155
0.0004514621396083385,1,269,,,,,,,,,,
5.467718801810406e-05,1,279,,,,,,,,,,
3.2845262467162684e-05,1,289,,,,,,,,,,
5.477971353684552e-05,1,299,,,,,,,,,,
0.00029800445190630853,1,309,,,,,,,,,,
3.1696945370640606e-05,1,319,,,,,,,,,,
9.398144902661443e-05,1,329,,,,,,,,,,
2.5226047000614926e-05,1,339,,,,,,,,,,
0.006726699881255627,1,349,,,,,,,,,,
8.469152817269787e-05,1,359,,,,,,,,,,
0.016873372718691826,1,369,,,,,,,,,,
3.0903873266652226e-05,1,379,,,,,,,,,,
8.647501817904413e-05,1,389,,,,,,,,,,
,1,390,0.07396195083856583,0.9911747574806213,0.9910960793495178,0.9999975562095642,0.9980501512704445,,,,,
0.0001163799679488875,1,399,,,,,,,,,,
5.664830678142607e-05,1,409,,,,,,,,,,
0.00012086918286513537,1,419,,,,,,,,,,
5.559049895964563e-05,1,429,,,,,,,,,,
6.461737211793661e-05,1,439,,,,,,,,,,
0.00010402141197118908,1,449,,,,,,,,,,
7.4135183240287e-05,1,459,,,,,,,,,,
6.180234777275473e-05,1,469,,,,,,,,,,
7.271998038049787e-05,1,479,,,,,,,,,,
9.602706268196926e-05,1,489,,,,,,,,,,
6.454234244301915e-05,1,499,,,,,,,,,,
7.467872637789696e-05,1,509,,,,,,,,,,
0.000119197262392845,1,519,,,,,,,,,,
,1,520,0.052331697195768356,0.992982804775238,0.9929330945014954,0.9999980330467224,0.9983045610299242,,,,,
,1,521,,,,,,0.9999418258666992,0.9999418258666992,0.9999536275863647,0.9303048018292208,0.000519331602845341
0.0002194490807596594,2,529,,,,,,,,,,
0.0001461642241338268,2,539,,,,,,,,,,
8.999220881378278e-05,2,549,,,,,,,,,,
0.00010127206769539043,2,559,,,,,,,,,,
9.300289821112528e-05,2,569,,,,,,,,,,
0.0002591045340523124,2,579,,,,,,,,,,
0.00034890236565843225,2,589,,,,,,,,,,
0.00010646675218595192,2,599,,,,,,,,,,
8.283647912321612e-05,2,609,,,,,,,,,,
8.023595728445798e-05,2,619,,,,,,,,,,
0.00014650673256255686,2,629,,,,,,,,,,
0.00018257209740113467,2,639,,,,,,,,,,
0.00014348063268698752,2,649,,,,,,,,,,
,2,651,0.028852641582489014,0.9959202408790588,0.9959036707878113,0.9999984502792358,0.9986512417557281,,,,,
9.367365419166163e-05,2,659,,,,,,,,,,
0.00010057562030851841,2,669,,,,,,,,,,
9.46773070609197e-05,2,679,,,,,,,,,,
0.00010828033555299044,2,689,,,,,,,,,,
5.4239768360275775e-05,2,699,,,,,,,,,,
0.00010688080510590225,2,709,,,,,,,,,,
0.0003267618012614548,2,719,,,,,,,,,,
0.004430936183780432,2,729,,,,,,,,,,
0.0001429984113201499,2,739,,,,,,,,,,
0.0031913479324430227,2,749,,,,,,,,,,
0.0051077366806566715,2,759,,,,,,,,,,
0.00016681753913871944,2,769,,,,,,,,,,
0.0001619278045836836,2,779,,,,,,,,,,
,2,781,0.022387562319636345,0.9968370199203491,0.9968271851539612,0.9999986886978149,0.9987220839420522,,,,,
,2,782,,,,,,0.9999455809593201,0.9999455809593201,0.9999615550041199,0.9491698385295564,0.0009169850964099169
0.009019122458994389,3,789,,,,,,,,,,
0.00044449232518672943,3,799,,,,,,,,,,
0.00010598113294690847,3,809,,,,,,,,,,
0.00013016289449296892,3,819,,,,,,,,,,
0.000197724555619061,3,829,,,,,,,,,,
0.00011813316814368591,3,839,,,,,,,,,,
9.203141962643713e-05,3,849,,,,,,,,,,
0.0001474776945542544,3,859,,,,,,,,,,
0.00040053328848443925,3,869,,,,,,,,,,
0.00015377014642581344,3,879,,,,,,,,,,
3.943012416129932e-05,3,889,,,,,,,,,,
4.964796607964672e-05,3,899,,,,,,,,,,
8.676692232256755e-05,3,909,,,,,,,,,,
