train_tpr,train_f1,train_acc,train_auc,val_tpr,val_f1,val_acc,val_auc
1.0,0.9999981238379522,0.9999981238766712,1.0000000000000002,0.9986471539181485,0.9981203808679493,0.9981239191796294,0.9999997636426645
