train_tpr,train_f1,train_acc,train_auc,val_tpr_1e4,val_tpr_1e5,val_tpr_1e6,val_tpr_1e7,val_f1,val_acc,val_auc
1.0,0.9999981238379522,0.9999981238766712,1.0,0.8171778149315704,0.8057083540728073,0.4540221816650288,0.4540221816650288,0.8993492204691231,0.908544056086853,0.9980036849123555
