train_tpr,train_f1,train_acc,train_auc,val_tpr,val_f1,val_acc,val_auc
1.0,0.9999943715349762,0.9999943716300135,1.0,0.5658257466178848,0.6087911177396637,0.7187963303688988,0.9995917041770614
