train_tpr,train_f1,train_acc,train_auc,val_tpr_1e4,val_tpr_1e5,val_tpr_1e6,val_tpr_1e7,val_f1,val_acc,val_auc
1.0,0.9999981238379522,0.9999981238766712,0.9999999999999999,0.815629267545595,0.7928562616194232,0.6769364287264049,0.6769364287264049,0.8992976870493492,0.9085015144811626,0.9995281504962242
