epoch,lr,memory,step,train_acc,train_auc,train_f1,train_loss,train_precision,train_recall,train_tpr,val_acc,val_auc,val_f1,val_loss,val_precision,val_recall,val_tpr
0,0.0010000000474974513,18459136.0,0,,,,0.6951691508293152,,,,,,,,,,
0,0.0010000000474974513,30162432.0,1,,,,0.6887140274047852,,,,,,,,,,
0,0.0010000000474974513,30162432.0,2,,,,0.6837254762649536,,,,,,,,,,
0,0.0010000000474974513,30162432.0,3,,,,0.6784472465515137,,,,,,,,,,
0,0.0010000000474974513,30162432.0,4,,,,0.6715655326843262,,,,,,,,,,
0,0.0010000000474974513,30162432.0,5,,,,0.6659766435623169,,,,,,,,,,
0,0.0010000000474974513,30162432.0,6,,,,0.6574493646621704,,,,,,,,,,
0,0.0010000000474974513,30162432.0,7,,,,0.6490910053253174,,,,,,,,,,
0,0.0010000000474974513,30162432.0,8,,,,0.6437509059906006,,,,,,,,,,
0,0.0010000000474974513,30162432.0,9,,,,0.6356487274169922,,,,,,,,,,
0,0.0010000000474974513,30162432.0,10,,,,0.6217579245567322,,,,,,,,,,
0,0.0010000000474974513,30162432.0,11,,,,0.609044075012207,,,,,,,,,,
0,0.0010000000474974513,30162432.0,12,,,,0.5983395576477051,,,,,,,,,,
0,0.0010000000474974513,30162432.0,13,,,,0.5878533124923706,,,,,,,,,,
0,0.0010000000474974513,30162432.0,14,,,,0.5763335227966309,,,,,,,,,,
0,0.0010000000474974513,30162432.0,15,,,,0.5612210631370544,,,,,,,,,,
0,0.0010000000474974513,30162432.0,16,,,,0.5472744107246399,,,,,,,,,,
0,0.0010000000474974513,30162432.0,17,,,,0.5224736928939819,,,,,,,,,,
0,0.0010000000474974513,30162432.0,18,,,,0.5113318562507629,,,,,,,,,,
0,0.0010000000474974513,30162432.0,19,,,,0.49229973554611206,,,,,,,,,,
0,0.0010000000474974513,30162432.0,20,,,,0.4836486876010895,,,,,,,,,,
0,0.0010000000474974513,30162432.0,21,,,,0.4596143364906311,,,,,,,,,,
0,0.0010000000474974513,30162432.0,22,,,,0.4399586021900177,,,,,,,,,,
0,0.0010000000474974513,30162432.0,23,,,,0.41041862964630127,,,,,,,,,,
0,0.0010000000474974513,30162432.0,24,,,,0.4046512842178345,,,,,,,,,,
0,0.0010000000474974513,30162432.0,25,,,,0.39461565017700195,,,,,,,,,,
0,0.0010000000474974513,30162432.0,26,,,,0.3761386275291443,,,,,,,,,,
0,0.0010000000474974513,30162432.0,27,,,,0.3502252399921417,,,,,,,,,,
0,0.0010000000474974513,30162432.0,28,,,,0.35723021626472473,,,,,,,,,,
0,0.0010000000474974513,30162432.0,29,,,,0.33963701128959656,,,,,,,,,,
0,0.0010000000474974513,30162432.0,30,,,,0.30795615911483765,,,,,,,,,,
