train_loss,epoch,step,val_loss,val_acc,val_f1,val_auc,val_tpr,train_acc,train_f1,train_auc,train_tpr,learning_rate
9.134036190516781e-06,0,9,,,,,,,,,,
3.871255466947332e-05,0,19,,,,,,,,,,
2.969777369798976e-06,0,29,,,,,,,,,,
2.104563645843882e-05,0,39,,,,,,,,,,
,0,48,0.012571307830512524,0.9970300197601318,0.9970219731330872,0.9999144077301025,0.9274760875726611,,,,,
0.00024957614368759096,0,49,,,,,,,,,,
3.048399776162114e-06,0,59,,,,,,,,,,
1.7679078609944554e-06,0,69,,,,,,,,,,
1.1702369192789774e-05,0,79,,,,,,,,,,
0.0015407272148877382,0,89,,,,,,,,,,
,0,97,0.02140004374086857,0.9957200288772583,0.9957026243209839,0.9999141693115234,0.9275415845495769,,,,,
,0,97,,,,,,0.9999200105667114,0.9999200105667114,0.9999996423721313,0.9997369538225123,0.00012182855425635353
0.0007931034779176116,1,99,,,,,,,,,,
0.00013560695515479892,1,109,,,,,,,,,,
1.6174124084500363e-06,1,119,,,,,,,,,,
0.005368218291550875,1,129,,,,,,,,,,
0.00021003378788009286,1,139,,,,,,,,,,
,1,146,0.023271426558494568,0.9949399828910828,0.9949157238006592,0.9999151229858398,0.9270503184364078,,,,,
2.164710167562589e-06,1,149,,,,,,,,,,
8.590443758293986e-05,1,159,,,,,,,,,,
2.3270508791028988e-06,1,169,,,,,,,,,,
0.011282206512987614,1,179,,,,,,,,,,
6.137380751169985e-06,1,189,,,,,,,,,,
,1,195,0.028616074472665787,0.9940599799156189,0.9940265417098999,0.9999011754989624,0.923036194956592,,,,,
,1,195,,,,,,0.9999099969863892,0.9999099969863892,0.9999996423721313,0.9999396548137485,0.0005191937671042979
2.839268802290462e-07,2,199,,,,,,,,,,
0.0038542365655303,2,209,,,,,,,,,,
4.112266833544709e-05,2,219,,,,,,,,,,
1.5617592907801736e-06,2,229,,,,,,,,,,
9.657689588493668e-06,2,239,,,,,,,,,,
,2,244,0.06820081174373627,0.9866499900817871,0.9864723682403564,0.9999004602432251,0.9255999297565035,,,,,
3.3085700579249533e-06,2,249,,,,,,,,,,
8.567416807636619e-05,2,259,,,,,,,,,,
3.122799853372271e-06,2,269,,,,,,,,,,
1.984827576961834e-06,2,279,,,,,,,,,,
3.5447410482447594e-06,2,289,,,,,,,,,,
,2,293,0.03569230064749718,0.994189977645874,0.9941576719284058,0.9998953938484192,0.9251043203622609,,,,,
,2,293,,,,,,0.9999200105667114,0.9999200105667114,0.9999893307685852,0.9897417816400138,0.0009173701400868595
9.785412657947745e-07,3,299,,,,,,,,,,
6.099523943703389e-06,3,309,,,,,,,,,,
0.004914266522973776,3,319,,,,,,,,,,
0.0022515757009387016,3,329,,,,,,,,,,
7.711174839641899e-05,3,339,,,,,,,,,,
,3,342,0.009688365273177624,0.9984800219535828,0.9984798431396484,0.9998689889907837,0.8983442340839299,,,,,
0.0014523111749440432,3,349,,,,,,,,,,
0.00015577932936139405,3,359,,,,,,,,,,
0.0003254711627960205,3,369,,,,,,,,,,
3.7044035252620233e-06,3,379,,,,,,,,,,
0.00010969873983412981,3,389,,,,,,,,,,
,3,391,0.011485046707093716,0.9979900121688843,0.9979868531227112,0.9999042749404907,0.9250156681122881,,,,,
,3,391,,,,,,0.9997600317001343,0.9997600317001343,0.9999741315841675,0.9793619969128748,0.0009832398500293493
0.0024415019433945417,4,399,,,,,,,,,,
0.0008803753298707306,4,409,,,,,,,,,,
0.0002927559253294021,4,419,,,,,,,,,,
0.0034611490555107594,4,429,,,,,,,,,,
0.00025322302826680243,4,439,,,,,,,,,,
,4,440,0.24897530674934387,0.9662299752235413,0.965055525302887,0.999940037727356,0.9643318561211697,,,,,
3.5350029065739363e-05,4,449,,,,,,,,,,
7.4810996011365205e-06,4,459,,,,,,,,,,
0.00039791513700038195,4,469,,,,,,,,,,
7.907422514108475e-06,4,479,,,,,,,,,,
1.9547567717381753e-05,4,489,,,,,,,,,,
,4,489,0.20264296233654022,0.9736199975013733,0.972909688949585,0.9998994469642639,0.925415825744685,,,,,
,4,489,,,,,,0.9998600482940674,0.9998599886894226,0.9999983310699463,0.9992486732060454,0.0008871890022419393
0.0001140209860750474,5,499,,,,,,,,,,
5.800729468319332e-06,5,509,,,,,,,,,,
1.1613023161771707e-05,5,519,,,,,,,,,,
0.0005552311195060611,5,529,,,,,,,,,,
,5,538,0.3797835409641266,0.9612299799919128,0.9596729874610901,0.9999010562896729,0.9316248700887921,,,,,
2.0355193555587903e-05,5,539,,,,,,,,,,
2.1038511476945132e-05,5,549,,,,,,,,,,
1.3370950910029933e-05,5,559,,,,,,,,,,
4.903150511381682e-06,5,569,,,,,,,,,,
0.00048438095836900175,5,579,,,,,,,,,,
,5,587,0.13689543306827545,0.9794600009918213,0.9790331125259399,0.9999041557312012,0.9252855565835213,,,,,
,5,587,,,,,,0.999940037727356,0.9999399781227112,0.9999999403953552,0.999980119288154,0.0007144514238461852
0.00013569540169555694,6,589,,,,,,,,,,
2.2730042473995127e-05,6,599,,,,,,,,,,
8.350789721589535e-05,6,609,,,,,,,,,,
0.0018712752498686314,6,619,,,,,,,,,,
0.00010457227472215891,6,629,,,,,,,,,,
,6,636,0.2126326560974121,0.9739099740982056,0.9732154607772827,0.9999028444290161,0.9250094924264102,,,,,
9.805003173823934e-07,6,639,,,,,,,,,,
0.0001333274703938514,6,649,,,,,,,,,,
0.00043998274486511946,6,659,,,,,,,,,,
2.420229066046886e-06,6,669,,,,,,,,,,
1.223750768986065e-05,6,679,,,,,,,,,,
,6,685,0.03614669293165207,0.9927499890327454,0.9926995635032654,0.9999088644981384,0.9255477422774858,,,,,
,6,685,,,,,,0.999940037727356,0.9999399781227112,0.9999999403953552,1.0,0.0004992389003746212
1.4083023415878415e-05,7,689,,,,,,,,,,
1.4327551980386488e-05,7,699,,,,,,,,,,
2.0372785002109595e-05,7,709,,,,,,,,,,
4.332141543272883e-05,7,719,,,,,,,,,,
3.499321610433981e-05,7,729,,,,,,,,,,
,7,734,0.25060540437698364,0.9714000225067139,0.9705628156661987,0.9998997449874878,0.9246679303029329,,,,,
1.4367844414664432e-05,7,739,,,,,,,,,,
7.62558829592308e-06,7,749,,,,,,,,,,
2.395824049017392e-05,7,759,,,,,,,,,,
3.086406195507152e-06,7,769,,,,,,,,,,
3.0404795325011946e-05,7,779,,,,,,,,,,
,7,783,0.07351139932870865,0.9876999855041504,0.9875506162643433,0.9999023675918579,0.9242179003217176,,,,,
,7,783,,,,,,0.9999200105667114,0.9999200105667114,0.9999892711639404,0.9897614333993241,0.0002841777168214321
3.948203811887652e-05,8,789,,,,,,,,,,
9.044543730851728e-06,8,799,,,,,,,,,,
4.664079824578948e-06,8,809,,,,,,,,,,
8.297503518406302e-05,8,819,,,,,,,,,,
0.00013875433069188148,8,829,,,,,,,,,,
,8,832,0.11025866121053696,0.9828299880027771,0.9825335741043091,0.9999002814292908,0.9238473933254981,,,,,
1.7759081174517632e-06,8,839,,,,,,,,,,
1.3314609077497153e-06,8,849,,,,,,,,,,
3.4640666854102165e-05,8,859,,,,,,,,,,
3.678225039038807e-05,8,869,,,,,,,,,,
1.628101472306298e-06,8,879,,,,,,,,,,
,8,881,0.1284387707710266,0.9812600016593933,0.9809060096740723,0.9998993873596191,0.9236684918273178,,,,,
,8,881,,,,,,0.9999600052833557,0.9999600052833557,1.0,0.9999798055885589,0.00011186311894562095
1.3381616099650273e-06,9,889,,,,,,,,,,
0.00012976139259990305,9,899,,,,,,,,,,
1.705078648228664e-05,9,909,,,,,,,,,,
0.0012508889194577932,9,919,,,,,,,,,,
1.4259081581258215e-05,9,929,,,,,,,,,,
,9,930,0.13776396214962006,0.9804199934005737,0.9800330400466919,0.9998990893363953,0.9235683827378761,,,,,
,9,930,,,,,,0.9999402165412903,0.999940037727356,1.0,1.0,2.8675269277300686e-05
