train_tpr,train_f1,train_acc,train_auc,val_tpr_1e4,val_tpr_1e5,val_tpr_1e6,val_tpr_1e7,val_f1,val_acc,val_auc
1.0,0.9999981238379522,0.9999981238766712,1.0,0.8168715088552235,0.7598177478845737,0.727966170195568,0.727966170195568,0.8992766007257403,0.9084844978388864,0.9995499625162446
