val_loss,val_acc,val_f1,val_auc,val_tpr,epoch,step,train_loss,train_acc,train_f1,train_auc,train_tpr
0.6652508974075317,0.625677227973938,0.4120712876319885,0.8597412109375,0.17474147491725886,0,25,,,,,
0.6097749471664429,0.7370849251747131,0.6551420092582703,0.9561129808425903,0.20736036922962678,0,51,,,,,
0.49464359879493713,0.8703930377960205,0.8561166524887085,0.9793899059295654,0.25085900171133435,0,77,,,,,
,,,,,0,99,0.41011571884155273,,,,
0.367281436920166,0.9049261212348938,0.898513913154602,0.9838551878929138,0.2997799687727063,0,103,,,,,
0.2736627459526062,0.9247525930404663,0.9208859801292419,0.9855190515518188,0.3218110505536884,0,129,,,,,
,,,,,0,130,,0.7473856210708618,0.6731511950492859,0.9304357767105103,0.2076453098591171
0.21921351552009583,0.9245547652244568,0.9204864501953125,0.9851179122924805,0.3435063871077962,1,156,,,,,
0.20002976059913635,0.9260926246643066,0.9218232035636902,0.9822804927825928,0.37745975886255917,1,182,,,,,
,,,,,1,199,0.09723600745201111,,,,
0.20115458965301514,0.9228679537773132,0.9180445671081543,0.9772429466247559,0.4725920919119904,1,208,,,,,
0.2175189107656479,0.9163229465484619,0.9103525876998901,0.9719527959823608,0.5912107525310544,1,234,,,,,
0.23507502675056458,0.9130387902259827,0.9064258933067322,0.9672727584838867,0.6495891088139326,1,260,,,,,
,,,,,1,261,,0.9888295531272888,0.9887985587120056,0.9981056451797485,0.5286251573086652
0.2555490732192993,0.9112222194671631,0.9039930701255798,0.9633872509002686,0.6760427194626312,2,287,,,,,
,,,,,2,299,0.03135913982987404,,,,
0.2740969955921173,0.909701406955719,0.9019869565963745,0.9612365365028381,0.6975466659425639,2,313,,,,,
0.28909096121788025,0.9091951251029968,0.901203453540802,0.9598712921142578,0.7168241403676515,2,339,,,,,
0.3059179186820984,0.9086676239967346,0.9003633856773376,0.9586952328681946,0.7359238438761223,2,365,,,,,
0.3180820047855377,0.9082294702529907,0.8997341394424438,0.9587768316268921,0.7483171420291502,2,391,,,,,
,,,,,2,392,,0.9978781342506409,0.9978814721107483,0.9999090433120728,0.9003975963875196
,,,,,3,399,0.013853512704372406,,,,
0.32238808274269104,0.9086995124816895,0.9002707004547119,0.9585244655609131,0.7569823453741853,3,418,,,,,
0.3305498957633972,0.9081826210021973,0.8995906114578247,0.9597808718681335,0.7630085177798067,3,444,,,,,
