train_tpr,train_f1,train_acc,train_auc,val_tpr,val_f1,val_acc,val_auc
1.0,0.9999981238379522,0.9999981238766712,1.0,0.9994256785501574,0.9996808510638298,0.9996809386359914,0.9999998083985367
