train_tpr,train_f1,train_acc,train_auc,val_tpr_1e4,val_tpr_1e5,val_tpr_1e6,val_tpr_1e7,val_f1,val_acc,val_auc
0.9983564789625555,0.9969138804306352,0.9969043965074088,0.9999988994449794,0.5612888679012503,0.40368588311870635,0.38166162537916015,0.38166162537916015,0.9442545585502783,0.9463316373413199,0.9973787634308207
