train_loss,epoch,step,val_loss,val_acc,val_f1,val_auc,val_tpr,train_acc,train_f1,train_auc,train_tpr,learning_rate
0.0,0,9,,,,,,,,,,
5.8207657444020455e-11,0,19,,,,,,,,,,
,0,23,0.000726704194676131,0.9999499917030334,0.9999499917030334,0.9999698996543884,0.93856,,,,,
0.0,0,29,,,,,,,,,,
0.0,0,39,,,,,,,,,,
,0,47,0.0006928651710040867,0.9999499917030334,0.9999499917030334,0.9999798536300659,0.9589182160555005,,,,,
,0,48,,,,,,1.0,1.0,1.0,1.0,0.00012112197146052495
5.8207657444020455e-11,1,49,,,,,,,,,,
0.0,1,59,,,,,,,,,,
0.0,1,69,,,,,,,,,,
,1,72,0.004458308685570955,0.9988899827003479,0.9988888502120972,0.9999999403953552,0.9997167043183041,,,,,
0.0,1,79,,,,,,,,,,
0.00019875435100402683,1,89,,,,,,,,,,
,1,96,0.012604828923940659,0.9981099963188171,0.9981064200401306,0.9999998807907104,0.9998379537527775,,,,,
,1,97,,,,,,1.0,1.0,0.9999998211860657,1.0,0.000519168097525835
0.0,2,99,,,,,,,,,,
0.0,2,109,,,,,,,,,,
5.8207657444020455e-11,2,119,,,,,,,,,,
,2,121,0.0018973551923409104,0.9999300241470337,0.9999300241470337,0.9999499917030334,0.91808,,,,,
0.0,2,129,,,,,,,,,,
0.0,2,139,,,,,,,,,,
,2,145,0.31123360991477966,0.985509991645813,0.9852969646453857,0.999999463558197,0.9994927691595111,,,,,
,2,146,,,,,,0.9999899864196777,0.9999899864196777,1.0,1.0,0.0009180564084090292
0.0,3,149,,,,,,,,,,
0.0,3,159,,,,,,,,,,
0.0001928680867422372,3,169,,,,,,,,,,
,3,170,0.3114607036113739,0.9824100136756897,0.9820950627326965,0.9999998211860657,0.999938313253012,,,,,
2.9452188243794808e-08,3,179,,,,,,,,,,
0.0,3,189,,,,,,,,,,
,3,194,0.012590383179485798,0.99795001745224,0.9979457855224609,0.9999999403953552,1.0,,,,,
,3,195,,,,,,0.9999799728393555,0.9999799728393555,0.9999999403953552,1.0,0.0009829883929342031
0.0,4,199,,,,,,,,,,
0.0,4,209,,,,,,,,,,
0.00019093403534498066,4,219,,,,,,,,,,
,4,219,0.011210386641323566,0.9983100295066833,0.9983071684837341,1.0,1.0,,,,,
0.0,4,229,,,,,,,,,,
0.0,4,239,,,,,,,,,,
,4,243,0.01116007100790739,0.9983100295066833,0.9983071684837341,0.9999999403953552,1.0,,,,,
,4,244,,,,,,1.0,1.0,1.000000238418579,1.0,0.0008864865521900356
0.0,5,249,,,,,,,,,,
0.0,5,259,,,,,,,,,,
,5,268,0.012824811972677708,0.9979400038719177,0.9979357719421387,1.0000001192092896,1.0,,,,,
0.0,5,269,,,,,,,,,,
0.0,5,279,,,,,,,,,,
0.0,5,289,,,,,,,,,,
,5,292,0.009420680813491344,0.9986500144004822,0.9986481666564941,1.0000001192092896,1.0,,,,,
,5,292,,,,,,1.0,1.0,0.9999999403953552,1.0,0.0007152007310651243
