train_tpr,train_f1,train_acc,train_auc,val_tpr_1e4,val_tpr_1e5,val_tpr_1e6,val_tpr_1e7,val_f1,val_acc,val_auc
1.0,0.9999981238379522,0.9999981238766712,1.0,0.81728842545914,0.8121450359271501,0.524502358982213,0.524502358982213,0.899423437510973,0.908609995575673,0.998069553222235
