train_tpr,train_f1,train_acc,train_auc,val_tpr_1e4,val_tpr_1e5,val_tpr_1e6,val_tpr_1e7,val_f1,val_acc,val_auc
1.0,0.9999833291656247,0.9999833311108147,1.0,0.9733372687918143,0.9476584022038568,0.9476584022038568,0.9476584022038568,0.9740613645538958,0.9747233833292354,0.9999882566940422
