train_tpr,train_f1,train_acc,train_auc,val_tpr,val_f1,val_acc,val_auc
1.0,0.9999943715349762,0.9999943716300135,1.0,0.9702373861992682,0.9259729697623204,0.9310742370711017,0.9999853674177872
