train_tpr,train_f1,train_acc,train_auc,val_tpr_1e4,val_tpr_1e5,val_tpr_1e6,val_tpr_1e7,val_f1,val_acc,val_auc
0.9976660500335833,0.9982862504846259,0.9982833471541085,0.9999973478015043,0.597050102314738,0.42879872712808276,0.3899744319511272,0.3899744319511272,0.9776710249422155,0.9779719565735289,0.9992429272038345
