epoch,lr,memory,step,train_acc,train_auc,train_f1,train_loss,train_precision,train_recall,train_tpr,val_acc,val_auc,val_f1,val_loss,val_precision,val_recall,val_tpr
0,3.9999998989515007e-05,0.0,0,,,,1.174912691116333,,,,,,,,,,
0,4.000024273409508e-05,0.0,1,,,,1.1292829513549805,,,,,,,,,,
0,4.00009703298565e-05,0.0,2,,,,1.1530746221542358,,,,,,,,,,
0,4.000218177679926e-05,0.0,3,,,,1.132589340209961,,,,,,,,,,
0,4.0003880712902173e-05,0.0,4,,,,1.0898867845535278,,,,,,,,,,
0,4.000606350018643e-05,0.0,5,,,,1.0768905878067017,,,,,,,,,,
0,4.0008733776630834e-05,0.0,6,,,,1.141366958618164,,,,,,,,,,
0,4.0011884266277775e-05,0.0,7,,,,1.0932964086532593,,,,,,,,,,
0,4.001552224508487e-05,0.0,8,,,,1.045291781425476,,,,,,,,,,
0,4.001964771305211e-05,0.0,9,,,,1.0778050422668457,,,,,,,,,,
0,4.0024257032200694e-05,0.0,10,,,,1.1044456958770752,,,,,,,,,,
0,4.002935020253062e-05,0.0,11,,,,1.1668758392333984,,,,,,,,,,
0,4.0034927224041894e-05,0.0,12,,,,1.083155870437622,,,,,,,,,,
0,4.0040991734713316e-05,0.0,13,,,,1.069704294204712,,,,,,,,,,
0,4.004754009656608e-05,0.0,14,,,,0.9864433407783508,,,,,,,,,,
0,4.005457230960019e-05,0.0,15,,,,1.0855145454406738,,,,,,,,,,
0,4.006209201179445e-05,0.0,16,,,,1.063133955001831,,,,,,,,,,
0,4.007009556517005e-05,0.0,17,,,,1.0631033182144165,,,,,,,,,,
0,4.00785866077058e-05,0.0,18,,,,1.042536973953247,,,,,,,,,,
0,4.00875615014229e-05,0.0,19,,,,1.0568647384643555,,,,,,,,,,
0,4.0097020246321335e-05,0.0,20,,,,1.054080843925476,,,,,,,,,,
0,4.010696284240112e-05,0.0,21,,,,1.009516716003418,,,,,,,,,,
0,4.011739292764105e-05,0.0,22,,,,0.9997058510780334,,,,,,,,,,
0,4.0128306864062324e-05,0.0,23,,,,1.0375417470932007,,,,,,,,,,
0,4.013970465166494e-05,0.0,24,,,,1.0523253679275513,,,,,,,,,,
0,4.015158992842771e-05,0.0,25,,,,1.136616587638855,,,,,,,,,,
0,4.016395905637182e-05,0.0,26,,,,1.0260690450668335,,,,,,,,,,
0,4.017681203549728e-05,0.0,27,,,,1.0411596298217773,,,,,,,,,,
0,4.019015250378288e-05,0.0,28,,,,1.043860912322998,,,,,,,,,,
0,4.0203973185271025e-05,0.0,29,,,,1.0589392185211182,,,,,,,,,,
0,4.0218284993898124e-05,0.0,30,,,,1.0210542678833008,,,,,,,,,,
0,4.023307701572776e-05,0.0,31,,,,1.0412646532058716,,,,,,,,,,
0,4.0248356526717544e-05,0.0,32,,,,0.9778115749359131,,,,,,,,,,
0,4.026411988888867e-05,0.0,33,,,,0.9927294254302979,,,,,,,,,,
0,4.0280367102241144e-05,0.0,34,,,,0.9921119213104248,,,,,,,,,,
0,4.029709816677496e-05,0.0,35,,,,1.014312744140625,,,,,,,,,,
0,4.0314316720468923e-05,0.0,36,,,,0.9915712475776672,,,,,,,,,,
0,4.033201912534423e-05,0.0,37,,,,0.9868369102478027,,,,,,,,,,
0,4.035020901937969e-05,0.0,38,,,,1.0237904787063599,,,,,,,,,,
0,4.0368879126617685e-05,0.0,39,,,,1.009191632270813,,,,,,,,,,
0,4.038803672301583e-05,0.0,40,,,,0.9431554079055786,,,,,,,,,,
0,4.040767817059532e-05,0.0,41,,,,1.0048730373382568,,,,,,,,,,
0,4.042780346935615e-05,0.0,42,,,,0.9835789203643799,,,,,,,,,,
0,4.044841625727713e-05,0.0,43,,,,1.0005892515182495,,,,,,,,,,
0,4.046950925840065e-05,0.0,44,,,,1.0021231174468994,,,,,,,,,,
0,4.049108974868432e-05,0.0,45,,,,0.9886671304702759,,,,,,,,,,
0,4.051315409014933e-05,0.0,46,,,,0.9874235391616821,,,,,,,,,,
0,4.053570592077449e-05,0.0,47,,,,0.9930775761604309,,,,,,,,,,
0,4.055873796460219e-05,0.0,48,,,,0.9752027988433838,,,,,,,,,,
0,4.0582257497590035e-05,0.0,49,,,,1.0141966342926025,,,,,,,,,,
0,4.0606260881759226e-05,0.0,50,,,,0.9079787731170654,,,,,,,,,,
0,4.063074811710976e-05,0.0,51,,,,0.9532745480537415,,,,,,,,,,
0,4.065571920364164e-05,0.0,52,,,,0.9798387885093689,,,,,,,,,,
0,4.0681177779333666e-05,0.0,53,,,,0.9635123610496521,,,,,,,,,,
0,4.070711656822823e-05,0.0,54,,,,0.9908778071403503,,,,,,,,,,
0,4.0733542846282944e-05,0.0,55,,,,0.948941707611084,,,,,,,,,,
0,4.0760452975519e-05,0.0,56,,,,1.0606882572174072,,,,,,,,,,
0,4.07878469559364e-05,0.0,57,,,,0.9820323586463928,,,,,,,,,,
0,4.0815724787535146e-05,0.0,58,,,,0.9387509822845459,,,,,,,,,,
0,4.084408647031523e-05,0.0,59,,,,0.9703280329704285,,,,,,,,,,
0,4.087293564225547e-05,0.0,60,,,,0.9664396047592163,,,,,,,,,,
0,4.0902265027398244e-05,0.0,61,,,,0.930114209651947,,,,,,,,,,
0,4.093208190170117e-05,0.0,62,,,,0.9874420762062073,,,,,,,,,,
0,4.096237898920663e-05,0.0,63,,,,0.9689160585403442,,,,,,,,,,
0,4.099316356587224e-05,0.0,64,,,,0.9668874740600586,,,,,,,,,,
0,4.102443199371919e-05,0.0,65,,,,0.938302755355835,,,,,,,,,,
0,4.105618427274749e-05,0.0,66,,,,0.9586538076400757,,,,,,,,,,
0,4.1088420402957126e-05,0.0,67,,,,0.8836140632629395,,,,,,,,,,
0,4.112114038434811e-05,0.0,68,,,,0.9567558765411377,,,,,,,,,,
0,4.1154344216920435e-05,0.0,69,,,,0.9714542627334595,,,,,,,,,,
0,4.1188031900674105e-05,0.0,70,,,,0.9224161505699158,,,,,,,,,,
0,4.122220343560912e-05,0.0,71,,,,0.9572339057922363,,,,,,,,,,
0,4.125685882172547e-05,0.0,72,,,,0.9136055111885071,,,,,,,,,,
0,4.129199805902317e-05,0.0,73,,,,0.9437896609306335,,,,,,,,,,
0,4.1327621147502214e-05,0.0,74,,,,0.9214309453964233,,,,,,,,,,
0,4.13637280871626e-05,0.0,75,,,,0.9488685727119446,,,,,,,,,,
0,4.140031887800433e-05,0.0,76,,,,0.912185788154602,,,,,,,,,,
0,4.14373935200274e-05,0.0,77,,,,0.8826478123664856,,,,,,,,,,
0,4.1474952013231814e-05,0.0,78,,,,0.8976799249649048,,,,,,,,,,
0,4.151299435761757e-05,0.0,79,,,,0.8881621360778809,,,,,,,,,,
0,4.1551516915205866e-05,0.0,80,,,,0.8766704201698303,,,,,,,,,,
0,4.159052696195431e-05,0.0,81,,,,0.9075828790664673,,,,,,,,,,
0,4.16300208598841e-05,0.0,82,,,,0.8951728343963623,,,,,,,,,,
0,4.166999497101642e-05,0.0,83,,,,0.9249558448791504,,,,,,,,,,
0,4.171045293333009e-05,0.0,84,,,,0.8509560227394104,,,,,,,,,,
0,4.1751398384803906e-05,0.0,85,,,,0.903832733631134,,,,,,,,,,
0,4.179282404948026e-05,0.0,86,,,,0.8913199305534363,,,,,,,,,,
0,4.1834733565337956e-05,0.0,87,,,,0.9357675313949585,,,,,,,,,,
0,4.187712329439819e-05,0.0,88,,,,0.8800466656684875,,,,,,,,,,
0,4.192000051261857e-05,0.0,89,,,,0.8677272796630859,,,,,,,,,,
0,4.196335794404149e-05,0.0,90,,,,0.9189558029174805,,,,,,,,,,
0,4.200719922664575e-05,0.0,91,,,,0.870461642742157,,,,,,,,,,
0,4.205152436043136e-05,0.0,92,,,,0.8809264302253723,,,,,,,,,,
0,4.209633334539831e-05,0.0,93,,,,0.8976027369499207,,,,,,,,,,
0,4.21416261815466e-05,0.0,94,,,,0.8377290368080139,,,,,,,,,,
0,4.2187399230897427e-05,0.0,95,,,,0.857000470161438,,,,,,,,,,
0,4.22336561314296e-05,0.0,96,,,,0.922138512134552,,,,,,,,,,
0,4.228039688314311e-05,0.0,97,,,,0.8555782437324524,,,,,,,,,,
0,4.232761784805916e-05,0.0,98,,,,0.8775022029876709,,,,,,,,,,
0,4.2375322664156556e-05,0.0,99,,,,0.9343751668930054,,,,,,,,,,
0,4.242351133143529e-05,0.0,100,,,,0.8558836579322815,,,,,,,,,,
0,4.247218384989537e-05,0.0,101,,,,0.852236270904541,,,,,,,,,,
0,4.252133658155799e-05,0.0,102,,,,0.8782283663749695,,,,,,,,,,
0,4.257097316440195e-05,0.0,103,,,,0.8611828088760376,,,,,,,,,,
0,4.2621089960448444e-05,0.0,104,,,,0.8763467073440552,,,,,,,,,,
0,4.267169060767628e-05,0.0,105,,,,0.8727902173995972,,,,,,,,,,
0,4.2722775106085464e-05,0.0,106,,,,0.8793932199478149,,,,,,,,,,
0,4.277433981769718e-05,0.0,107,,,,0.917920708656311,,,,,,,,,,
0,4.2826388380490243e-05,0.0,108,,,,0.8819027543067932,,,,,,,,,,
0,4.287891715648584e-05,0.0,109,,,,0.881065309047699,,,,,,,,,,
0,4.293192978366278e-05,0.0,110,,,,0.8263331055641174,,,,,,,,,,
0,4.2985426262021065e-05,0.0,111,,,,0.8810088634490967,,,,,,,,,,
0,4.3039402953581885e-05,0.0,112,,,,0.8580694198608398,,,,,,,,,,
0,4.309385985834524e-05,0.0,113,,,,0.8808789849281311,,,,,,,,,,
0,4.314880061428994e-05,0.0,114,,,,0.869356632232666,,,,,,,,,,
0,4.320422522141598e-05,0.0,115,,,,0.8722203969955444,,,,,,,,,,
0,4.326013004174456e-05,0.0,116,,,,0.8344780802726746,,,,,,,,,,
0,4.3316515075275674e-05,0.0,117,,,,0.8485454320907593,,,,,,,,,,
0,4.337338395998813e-05,0.0,118,,,,0.8433641791343689,,,,,,,,,,
0,4.3430733057903126e-05,0.0,119,,,,0.8142870664596558,,,,,,,,,,
0,4.3488562369020656e-05,0.0,120,,,,0.8742669820785522,,,,,,,,,,
0,4.354687553131953e-05,0.0,121,,,,0.8432657718658447,,,,,,,,,,
0,4.3605672544799745e-05,0.0,122,,,,0.8962211608886719,,,,,,,,,,
0,4.366494613350369e-05,0.0,123,,,,0.8903263807296753,,,,,,,,,,
