train_tpr,train_f1,train_acc,train_auc,val_tpr,val_f1,val_acc,val_auc
1.0,0.9999981238379522,0.9999981238766712,0.9999999999999999,0.26108227686548113,0.0,0.5000031906136401,0.9424694143301262
