train_tpr,train_f1,train_acc,train_auc,val_tpr,val_f1,val_acc,val_auc
1.0,0.9999981238379522,0.9999981238766712,0.9999999999859207,0.9996341359652855,0.9995403394678153,0.9995405516358277,0.9999997747185213
