val_loss,val_acc,val_f1,val_auc,val_tpr,epoch,step,train_loss,train_acc,train_f1,train_auc,train_tpr,learning_rate
0.6627275943756104,0.6039299964904785,0.3754771053791046,0.8510990738868713,0.013469702619634535,0,25,,,,,,
0.6114392876625061,0.7380591034889221,0.6567129492759705,0.9611059427261353,0.15362680711341872,0,51,,,,,,
0.5054104924201965,0.8807858824729919,0.8687361478805542,0.9852526783943176,0.20950955060647736,0,77,,,,,,
,,,,,0,99,0.4015318751335144,,,,,
0.3633881211280823,0.9114328026771545,0.905666172504425,0.9890778064727783,0.23629017851031686,0,103,,,,,,
0.25098299980163574,0.946063756942749,0.9445272088050842,0.9918615818023682,0.3191707000464736,0,129,,,,,,
,,,,,0,130,,0.7700023055076599,0.7086691856384277,0.9508045315742493,0.22269461921245712,0.0010000006295740604
0.18162605166435242,0.961178719997406,0.9604611992835999,0.9937466382980347,0.3814328462301018,1,156,,,,,,
0.14591005444526672,0.9646884202957153,0.9641268253326416,0.9943894147872925,0.485103282978658,1,182,,,,,,
,,,,,1,199,0.08787108212709427,,,,,
0.12704066932201385,0.9647798538208008,0.964184045791626,0.9946283102035522,0.5947873212398099,1,208,,,,,,
0.12047997117042542,0.9599897265434265,0.9590262174606323,0.9947713613510132,0.6447552076213211,1,234,,,,,,
0.11857829242944717,0.9580817222595215,0.9568129181861877,0.994551420211792,0.6662208305584385,1,260,,,,,,
,,,,,1,261,,0.9926699995994568,0.9926691055297852,0.9987966418266296,0.6339671065996207,0.0010000006295740604
0.11830386519432068,0.9568437337875366,0.9553729891777039,0.9941982626914978,0.6847990567327943,2,287,,,,,,
,,,,,2,299,0.02748764678835869,,,,,
0.12024232745170593,0.9549782872200012,0.9532977938652039,0.9940989017486572,0.7040203064416505,2,313,,,,,,
0.12310244888067245,0.9536020755767822,0.951750636100769,0.9940056800842285,0.7197747402605988,2,339,,,,,,
0.1258372813463211,0.9531341195106506,0.9512020349502563,0.9935110807418823,0.7364953928370009,2,365,,,,,,
0.13011305034160614,0.9517387747764587,0.9496416449546814,0.9934630990028381,0.7514750219754269,2,391,,,,,,
,,,,,2,392,,0.9983715415000916,0.9983735084533691,0.999952495098114,0.9421102042040777,0.0010000006295740604
,,,,,3,399,0.012384328991174698,,,,,
0.12746161222457886,0.9536488652229309,0.9517243504524231,0.9932047128677368,0.7627833678985806,3,418,,,,,,
0.13068781793117523,0.9524726271629333,0.9504202604293823,0.9935813546180725,0.7738824480186087,3,444,,,,,,
0.1322401463985443,0.9523024559020996,0.9502237439155579,0.9936798810958862,0.7817450583808743,3,470,,,,,,
0.13852478563785553,0.9506901502609253,0.9484349489212036,0.993428111076355,0.7891715723850045,3,496,,,,,,
,,,,,3,499,0.007726387120783329,,,,,
0.14261092245578766,0.9499222636222839,0.9475695490837097,0.9933472275733948,0.796343917272898,3,522,,,,,,
,,,,,3,523,,0.9990919828414917,0.9990925192832947,0.99998539686203,0.9758813807303411,0.0010000006295740604
0.14024563133716583,0.9514303803443909,0.9492259621620178,0.9931706786155701,0.7998861421330946,4,549,,,,,,
0.14258264005184174,0.950870931148529,0.9485824704170227,0.9934669733047485,0.8052983796450593,4,575,,,,,,
,,,,,4,599,0.0047306399792432785,,,,,
0.1457301676273346,0.9501264691352844,0.9477470517158508,0.993708610534668,0.8105471627982738,4,601,,,,,,
0.15087150037288666,0.949230968952179,0.9467436671257019,0.993395209312439,0.8141231799592047,4,627,,,,,,
0.15460078418254852,0.94869065284729,0.9461319446563721,0.9932683110237122,0.8180280354283761,4,653,,,,,,
,,,,,4,654,,0.9993152022361755,0.9993155598640442,0.9999918937683105,0.9852301486999994,0.0010000006295740604
0.1510045975446701,0.9504008293151855,0.9480260610580444,0.9930285215377808,0.8194817077082156,5,680,,,,,,
,,,,,5,699,0.003548912238329649,,,,,
0.15314875543117523,0.9498286843299866,0.9473785161972046,0.9932959675788879,0.8237976698185543,5,706,,,,,,
0.15783703327178955,0.9488480687141418,0.9462448954582214,0.9936565160751343,0.8285696539712969,5,732,,,,,,
0.16049055755138397,0.9487226009368896,0.9460923671722412,0.99327152967453,0.8308602797072544,5,758,,,,,,
0.1661103367805481,0.9478121995925903,0.9450340270996094,0.9932765960693359,0.8344907950783068,5,784,,,,,,
,,,,,5,785,,0.9994784593582153,0.9994786381721497,0.9999955296516418,0.9914389587217255,0.0010000006295740604
,,,,,6,799,0.003026836086064577,,,,,
0.15967166423797607,0.9501668810844421,0.9476794600486755,0.9928377270698547,0.8346012754447434,6,811,,,,,,
0.16251270473003387,0.9496393799781799,0.9470551013946533,0.9931550621986389,0.8387257383574389,6,837,,,,,,
0.17015230655670166,0.9474016427993774,0.9445272088050842,0.9936853647232056,0.8440352287314843,6,863,,,,,,
0.1692381501197815,0.9485013484954834,0.9457550048828125,0.9931966662406921,0.8450879317410528,6,889,,,,,,
,,,,,6,899,0.0017507411539554596,,,,,
0.17537733912467957,0.9468677639961243,0.9439204931259155,0.9932718276977539,0.8481959094357218,6,915,,,,,,
,,,,,6,916,,0.9996923208236694,0.9996923804283142,0.9999976754188538,0.9955194726932508,0.0010000006295740604
0.16826637089252472,0.9496882557868958,0.9470690488815308,0.9927630424499512,0.8473700072310959,7,942,,,,,,
0.16936950385570526,0.9494861960411072,0.9468344449996948,0.9929507970809937,0.850431623760883,7,968,,,,,,
0.18194793164730072,0.9453617930412292,0.9422279596328735,0.9937314987182617,0.8565783314173792,7,994,,,,,,
,,,,,7,999,0.001784150255843997,,,,,
0.17851729691028595,0.947169840335846,0.9442487955093384,0.9932105541229248,0.8564099448609731,7,1020,,,,,,
0.18195974826812744,0.9465125799179077,0.9435147047042847,0.9932060837745667,0.8587066435253445,7,1046,,,,,,
,,,,,7,1047,,0.9997936487197876,0.9997936487197876,0.9999988079071045,0.9977236193572406,0.0010000006295740604
0.1773100644350052,0.948409914970398,0.9456303119659424,0.9927983283996582,0.8577572660037581,8,1073,,,,,,
,,,,,8,1099,0.0017191660590469837,,,,,
0.17475096881389618,0.9494925737380981,0.9468322396278381,0.9927520751953125,0.8593766439345271,8,1099,,,,,,
0.1913968324661255,0.9441919326782227,0.9409117698669434,0.9937363862991333,0.8664056383074774,8,1125,,,,,,
0.18844211101531982,0.945661723613739,0.9425599575042725,0.9933266639709473,0.8663771321248287,8,1151,,,,,,
0.1876479685306549,0.946359395980835,0.9433389902114868,0.9931707978248596,0.8673351049561868,8,1177,,,,,,
,,,,,8,1178,,0.9998330473899841,0.9998330473899841,0.9999992847442627,0.9986666350828874,0.0010000006295740604
,,,,,9,1199,0.001601380412466824,,,,,
0.18496502935886383,0.9475781917572021,0.9447001218795776,0.9928687214851379,0.8665459223897802,9,1204,,,,,,
0.17944495379924774,0.94966059923172,0.9470151662826538,0.9926427602767944,0.8670670542423257,9,1230,,,,,,
0.19830597937107086,0.9435856938362122,0.9402283430099487,0.9937254190444946,0.8742846459159139,9,1256,,,,,,
0.1975526213645935,0.9442536234855652,0.9409772157669067,0.9934791326522827,0.8747126608053327,9,1282,,,,,,
,,,,,9,1299,0.0007799443555995822,,,,,
0.1932973563671112,0.9461296796798706,0.9430776834487915,0.9932101964950562,0.8749428604830362,9,1308,,,,,,
,,,,,9,1309,,0.9998611807823181,0.9998611807823181,0.9999996423721313,0.9992327928999333,0.0010000006295740604
