train_tpr,train_f1,train_acc,train_auc,val_tpr_1e4,val_tpr_1e5,val_tpr_1e6,val_tpr_1e7,val_f1,val_acc,val_auc
1.0,1.0,1.0,1.0,0.9765840220385675,0.8739669421487604,0.8739669421487604,0.8739669421487604,0.9748890681726503,0.9755102040816327,0.9999829267421619
