train_tpr,train_f1,train_acc,train_auc,val_tpr_1e4,val_tpr_1e5,val_tpr_1e6,val_tpr_1e7,val_f1,val_acc,val_auc
0.9939700038649011,0.9982750321675598,0.9982720904141354,0.9999960454752476,0.4505847468082481,0.3657166924048856,0.36468290939721515,0.36468290939721515,0.987933792855968,0.9879841234727563,0.9992782635359174
