train_tpr,train_f1,train_acc,train_auc,val_tpr_1e4,val_tpr_1e5,val_tpr_1e6,val_tpr_1e7,val_f1,val_acc,val_auc
1.0,0.9999981238379522,0.9999981238766712,1.0,0.817105492663544,0.7944133175075194,0.578173990359867,0.578173990359867,0.8993166670958469,0.9085164040431543,0.9992628827612013
