train_tpr,train_f1,train_acc,train_auc,val_tpr_1e4,val_tpr_1e5,val_tpr_1e6,val_tpr_1e7,val_f1,val_acc,val_auc
1.0,0.9999833291656247,0.9999833311108147,0.9999999999999999,0.7317731773177317,0.6763343000966764,0.6763343000966764,0.6763343000966764,0.8913758079409049,0.9019617647549044,0.9992388505517218
