val_loss,val_acc,val_f1,val_auc,val_tpr,epoch,step,train_loss,train_acc,train_f1,train_auc,train_tpr,learning_rate
0.6889359354972839,0.5946431756019592,0.7115591168403625,0.9332850575447083,0.1398226691392948,0,25,,,,,,
0.6806340217590332,0.6573706269264221,0.4882872700691223,0.9714279770851135,0.0074410198544824,0,51,,,,,,
0.6638710498809814,0.9301404356956482,0.933876633644104,0.9854322671890259,0.0020721431202566287,0,77,,,,,,
,,,,,0,99,0.6376420855522156,,,,,
0.6315497756004333,0.966932475566864,0.9674589037895203,0.9906054735183716,0.0019138080332854043,0,103,,,,,,
0.5775372385978699,0.9779953956604004,0.9782195687294006,0.9928454160690308,0.0021418217645893345,0,129,,,,,,
,,,,,0,130,,0.7934913635253906,0.7838470339775085,0.8876603245735168,0.057726908604892734,0.0010000006295740604
0.5022417902946472,0.9802671074867249,0.980387270450592,0.9936084747314453,0.0044048281599006,1,156,,,,,,
0.4226701259613037,0.975721538066864,0.9757358431816101,0.994209349155426,0.006962139023340976,1,182,,,,,,
,,,,,1,199,0.3719842731952667,,,,,
0.34694555401802063,0.9776912331581116,0.9777478575706482,0.9948732852935791,0.01087087305871324,1,208,,,,,,
0.28232264518737793,0.980377733707428,0.9804793000221252,0.9954863786697388,0.015581486017252046,1,234,,,,,,
0.23018372058868408,0.9826217889785767,0.9827540516853333,0.9960116744041443,0.019528920516899948,1,260,,,,,,
,,,,,1,261,,0.9922760128974915,0.992308497428894,0.9966645240783691,0.09802722276297092,0.0010000006295740604
0.1887814700603485,0.9822410345077515,0.9823549389839172,0.9963793754577637,0.025028907639155967,2,287,,,,,,
,,,,,2,299,0.14702153205871582,,,,,
0.1640213280916214,0.9840150475502014,0.9840701222419739,0.9966967105865479,0.04061459410540764,2,313,,,,,,
0.14234626293182373,0.9852167963981628,0.9852757453918457,0.9969671368598938,0.09028117218349778,2,339,,,,,,
0.13007692992687225,0.9861825108528137,0.986224353313446,0.9972124099731445,0.11417964751357942,2,365,,,,,,
0.11935334652662277,0.9864696860313416,0.9865128993988037,0.9970456957817078,0.16097476778425543,2,391,,,,,,
,,,,,2,392,,0.9956042170524597,0.9956234097480774,0.9988613128662109,0.23798209602511922,0.0010000006295740604
,,,,,3,399,0.06406061351299286,,,,,
