train_tpr,train_f1,train_acc,train_auc,val_tpr,val_f1,val_acc,val_auc
1.0,0.9999981238379522,0.9999981238766712,1.0,0.8237293615645433,0.9270627002455433,0.9320142599462274,0.9998278754044101
