train_loss,epoch,step,val_loss,val_acc,val_f1,val_auc,val_tpr,train_acc,train_f1,train_auc,train_tpr
0.694206953048706,0,9,,,,,,,,,
0.6932637691497803,0,19,,,,,,,,,
0.6941630840301514,0,29,,,,,,,,,
0.6930718421936035,0,39,,,,,,,,,
0.6939641237258911,0,49,,,,,,,,,
0.6934590935707092,0,59,,,,,,,,,
0.6931837201118469,0,69,,,,,,,,,
0.6915687322616577,0,79,,,,,,,,,
0.6928620934486389,0,89,,,,,,,,,
0.6927986145019531,0,99,,,,,,,,,
,0,103,0.6925572156906128,0.5000095963478088,0.0,0.7742345333099365,0.0,,,,
0.6927570104598999,0,109,,,,,,,,,
0.6920198202133179,0,119,,,,,,,,,
0.6922876238822937,0,129,,,,,,,,,
0.6934303045272827,0,139,,,,,,,,,
0.6922353506088257,0,149,,,,,,,,,
0.6925251483917236,0,159,,,,,,,,,
0.6918437480926514,0,169,,,,,,,,,
0.692966103553772,0,179,,,,,,,,,
0.6914659142494202,0,189,,,,,,,,,
0.6908520460128784,0,199,,,,,,,,,
,0,207,0.6910633444786072,0.5603398084640503,0.4055870473384857,0.7962281107902527,0.00048764005484299756,,,,
0.6923892498016357,0,209,,,,,,,,,
0.6908870339393616,0,219,,,,,,,,,
0.6922471523284912,0,229,,,,,,,,,
0.6897810101509094,0,239,,,,,,,,,
0.6915135383605957,0,249,,,,,,,,,
0.6897397041320801,0,259,,,,,,,,,
0.6899009943008423,0,269,,,,,,,,,
0.6885372400283813,0,279,,,,,,,,,
0.6876997947692871,0,289,,,,,,,,,
0.6881155967712402,0,299,,,,,,,,,
0.6852720975875854,0,309,,,,,,,,,
,0,311,0.6864321827888489,0.49523216485977173,0.0,0.80391925573349,0.00048764005484299756,,,,
0.6893432140350342,0,319,,,,,,,,,
0.6842504143714905,0,329,,,,,,,,,
0.6887693405151367,0,339,,,,,,,,,
0.6836948394775391,0,349,,,,,,,,,
0.6810356378555298,0,359,,,,,,,,,
0.682578980922699,0,369,,,,,,,,,
0.6856347322463989,0,379,,,,,,,,,
0.6822565793991089,0,389,,,,,,,,,
0.6806948781013489,0,399,,,,,,,,,
0.6753963232040405,0,409,,,,,,,,,
,0,415,0.6744043231010437,0.5456587672233582,0.18079382181167603,0.8248945474624634,0.002751952017798176,,,,
0.672197699546814,0,419,,,,,,,,,
0.6717649698257446,0,429,,,,,,,,,
0.6795668005943298,0,439,,,,,,,,,
0.6768428683280945,0,449,,,,,,,,,
0.6576441526412964,0,459,,,,,,,,,
0.6653974056243896,0,469,,,,,,,,,
0.6596406698226929,0,479,,,,,,,,,
0.6576310396194458,0,489,,,,,,,,,
0.6617116928100586,0,499,,,,,,,,,
0.6403666734695435,0,509,,,,,,,,,
0.6268905401229858,0,519,,,,,,,,,
,0,519,0.5961969494819641,0.7002291083335876,0.5809453725814819,0.9499421119689941,0.3367066211296744,,,,
,0,520,,,,,,0.5444772839546204,0.453805148601532,0.5835500955581665,0.009688882553944279
0.6130843162536621,1,529,,,,,,,,,
0.5812413096427917,1,539,,,,,,,,,
0.5617616176605225,1,549,,,,,,,,,
