epoch,lr,step,train_acc,train_auc,train_f1,train_loss,train_precision,train_recall,train_tpr,val_acc,val_auc,val_f1,val_loss,val_precision,val_recall,val_tpr
0,3.9999998989515007e-05,0,,,,0.6944648623466492,,,,,,,,,,
0,4.000024273409508e-05,1,,,,0.6939076781272888,,,,,,,,,,
0,4.00009703298565e-05,2,,,,0.6911782026290894,,,,,,,,,,
0,4.000218177679926e-05,3,,,,0.6913777589797974,,,,,,,,,,
0,4.0003880712902173e-05,4,,,,0.6909863948822021,,,,,,,,,,
0,4.000606350018643e-05,5,,,,0.6912574768066406,,,,,,,,,,
0,4.0008733776630834e-05,6,,,,0.6900179386138916,,,,,,,,,,
0,4.0011884266277775e-05,7,,,,0.6918902397155762,,,,,,,,,,
0,4.001552224508487e-05,8,,,,0.6932289600372314,,,,,,,,,,
0,4.001964771305211e-05,9,,,,0.688626766204834,,,,,,,,,,
0,4.0024257032200694e-05,10,,,,0.6908764243125916,,,,,,,,,,
0,4.002935020253062e-05,11,,,,0.6892201900482178,,,,,,,,,,
0,4.0034927224041894e-05,12,,,,0.6894952654838562,,,,,,,,,,
0,4.0040991734713316e-05,13,,,,0.6879075169563293,,,,,,,,,,
0,4.004754009656608e-05,14,,,,0.6894429922103882,,,,,,,,,,
0,4.005457230960019e-05,15,,,,0.6867821216583252,,,,,,,,,,
0,4.006209201179445e-05,16,,,,0.6876331567764282,,,,,,,,,,
0,4.007009556517005e-05,17,,,,0.6889971494674683,,,,,,,,,,
0,4.00785866077058e-05,18,,,,0.6886666417121887,,,,,,,,,,
0,4.00875615014229e-05,19,,,,0.6878082156181335,,,,,,,,,,
0,4.0097020246321335e-05,20,,,,0.687446117401123,,,,,,,,,,
0,4.010696284240112e-05,21,,,,0.6848824620246887,,,,,,,,,,
0,4.011739292764105e-05,22,,,,0.6848799586296082,,,,,,,,,,
0,4.0128306864062324e-05,23,,,,0.6854146122932434,,,,,,,,,,
0,4.013970465166494e-05,24,,,,0.6844412088394165,,,,,,,,,,
0,4.015158992842771e-05,25,,,,0.6844088435173035,,,,,,,,,,
0,4.016395905637182e-05,26,,,,0.6857609748840332,,,,,,,,,,
0,4.017681203549728e-05,27,,,,0.6860548257827759,,,,,,,,,,
0,4.019015250378288e-05,28,,,,0.6865320205688477,,,,,,,,,,
0,4.0203973185271025e-05,29,,,,0.685249924659729,,,,,,,,,,
0,4.0218284993898124e-05,30,,,,0.6832232475280762,,,,,,,,,,
