train_tpr,train_f1,train_acc,train_auc,val_tpr_1e4,val_tpr_1e5,val_tpr_1e6,val_tpr_1e7,val_f1,val_acc,val_auc
0.9987654830563487,0.99665849521961,0.9966473676113573,0.9999993487875939,0.5862060163618495,0.41417261198252353,0.4004186183043406,0.4004186183043406,0.9427423748778503,0.9447873770547596,0.9971777096058777
