train_tpr,train_f1,train_acc,train_auc,val_tpr_1e4,val_tpr_1e5,val_tpr_1e6,val_tpr_1e7,val_f1,val_acc,val_auc
1.0,1.0,1.0,1.0,0.9968516332152696,0.8762298307752853,0.8762298307752853,0.8762298307752853,0.9342070773263433,0.9382837472338333,0.9999872700241842
