train_tpr,train_f1,train_acc,train_auc,val_tpr,val_f1,val_acc,val_auc
1.0,0.9999981238379522,0.9999981238766712,1.0,0.9994256785501574,0.9996574548255253,0.9996575408026308,0.999999808470928
