epoch,lr,step,train_acc,train_auc,train_f1,train_loss,train_precision,train_recall,train_tpr,val_acc,val_auc,val_f1,val_loss,val_precision,val_recall,val_tpr
0,3.9999998989515007e-05,0,,,,0.6942058801651001,,,,,,,,,,
0,4.000024273409508e-05,1,,,,0.7008689641952515,,,,,,,,,,
0,4.00009703298565e-05,2,,,,0.6947416067123413,,,,,,,,,,
0,4.000218177679926e-05,3,,,,0.6958088874816895,,,,,,,,,,
0,4.0003880712902173e-05,4,,,,0.6956238150596619,,,,,,,,,,
0,4.000606350018643e-05,5,,,,0.6953061819076538,,,,,,,,,,
0,4.0008733776630834e-05,6,,,,0.6980769634246826,,,,,,,,,,
0,4.0011884266277775e-05,7,,,,0.6915580034255981,,,,,,,,,,
0,4.001552224508487e-05,8,,,,0.6991772651672363,,,,,,,,,,
0,4.001964771305211e-05,9,,,,0.6948816180229187,,,,,,,,,,
0,4.0024257032200694e-05,10,,,,0.6943212747573853,,,,,,,,,,
0,4.002935020253062e-05,11,,,,0.6982664465904236,,,,,,,,,,
0,4.0034927224041894e-05,12,,,,0.6942299604415894,,,,,,,,,,
0,4.0040991734713316e-05,13,,,,0.6969046592712402,,,,,,,,,,
0,4.004754009656608e-05,14,,,,0.6880000829696655,,,,,,,,,,
0,4.005457230960019e-05,15,,,,0.7013677358627319,,,,,,,,,,
0,4.006209201179445e-05,16,,,,0.6978417634963989,,,,,,,,,,
0,4.007009556517005e-05,17,,,,0.6920403242111206,,,,,,,,,,
0,4.00785866077058e-05,18,,,,0.6963485479354858,,,,,,,,,,
0,4.00875615014229e-05,19,,,,0.6938340663909912,,,,,,,,,,
0,4.0097020246321335e-05,20,,,,0.6965814232826233,,,,,,,,,,
0,4.010696284240112e-05,21,,,,0.6965422630310059,,,,,,,,,,
0,4.011739292764105e-05,22,,,,0.693636953830719,,,,,,,,,,
0,4.0128306864062324e-05,23,,,,0.6955468058586121,,,,,,,,,,
0,4.013970465166494e-05,24,,,,0.6911489963531494,,,,,,,,,,
0,4.015158992842771e-05,25,,,,0.6910701990127563,,,,,,,,,,
0,4.016395905637182e-05,26,,,,0.6925252676010132,,,,,,,,,,
0,4.017681203549728e-05,27,,,,0.6913047432899475,,,,,,,,,,
0,4.019015250378288e-05,28,,,,0.6927903890609741,,,,,,,,,,
0,4.0203973185271025e-05,29,,,,0.6946598887443542,,,,,,,,,,
0,4.0218284993898124e-05,30,,,,0.6940245628356934,,,,,,,,,,
0,4.023307701572776e-05,31,,,,0.6928530931472778,,,,,,,,,,
0,4.0248356526717544e-05,32,,,,0.6926227807998657,,,,,,,,,,
0,4.026411988888867e-05,33,,,,0.6894526481628418,,,,,,,,,,
0,4.0280367102241144e-05,34,,,,0.6876657009124756,,,,,,,,,,
0,4.029709816677496e-05,35,,,,0.6876173615455627,,,,,,,,,,
0,4.0314316720468923e-05,36,,,,0.6936261653900146,,,,,,,,,,
0,4.033201912534423e-05,37,,,,0.6891552805900574,,,,,,,,,,
0,4.035020901937969e-05,38,,,,0.6901731491088867,,,,,,,,,,
0,4.0368879126617685e-05,39,,,,0.6905148029327393,,,,,,,,,,
0,4.038803672301583e-05,40,,,,0.6883296966552734,,,,,,,,,,
0,4.040767817059532e-05,41,,,,0.6893761157989502,,,,,,,,,,
0,4.042780346935615e-05,42,,,,0.6944063901901245,,,,,,,,,,
0,4.044841625727713e-05,43,,,,0.6894901990890503,,,,,,,,,,
0,4.046950925840065e-05,44,,,,0.6931664347648621,,,,,,,,,,
0,4.049108974868432e-05,45,,,,0.6856656074523926,,,,,,,,,,
0,4.051315409014933e-05,46,,,,0.6881252527236938,,,,,,,,,,
0,4.053570592077449e-05,47,,,,0.6918340921401978,,,,,,,,,,
0,4.055873796460219e-05,48,,,,0.6869725584983826,,,,,,,,,,
0,4.0582257497590035e-05,49,,,,0.6873403787612915,,,,,,,,,,
0,4.0606260881759226e-05,50,,,,0.6911689043045044,,,,,,,,,,
0,4.063074811710976e-05,51,,,,0.6867076754570007,,,,,,,,,,
0,4.065571920364164e-05,52,,,,0.6872247457504272,,,,,,,,,,
0,4.0681177779333666e-05,53,,,,0.6926838159561157,,,,,,,,,,
0,4.070711656822823e-05,54,,,,0.6914807558059692,,,,,,,,,,
0,4.0733542846282944e-05,55,,,,0.6892048716545105,,,,,,,,,,
