val_loss,val_acc,val_f1,val_auc,val_tpr,epoch,step,train_loss,train_acc,train_f1,train_auc,train_tpr
0.687587559223175,0.5248751044273376,0.677904486656189,0.9504076838493347,0.003374883183068838,0,25,,,,,
0.6772028207778931,0.8465208411216736,0.8201695084571838,0.9822282791137695,0.00767312535516883,0,51,,,,,
0.6559781432151794,0.9585156440734863,0.9574845433235168,0.9937373995780945,0.04706522388346274,0,77,,,,,
,,,,,0,99,0.6325199604034424,,,,
0.6150599718093872,0.9774189591407776,0.9773551225662231,0.996179461479187,0.08848422790181058,0,103,,,,,
0.5499877333641052,0.9874757528305054,0.9875291585922241,0.9969385266304016,0.13351865809529445,0,129,,,,,
,,,,,0,130,,0.7984105348587036,0.7711862921714783,0.8784714937210083,0.07626393892454325
0.46522945165634155,0.9807393550872803,0.9806393980979919,0.996949315071106,0.18137230104425836,1,156,,,,,
0.3819102644920349,0.9323121905326843,0.9282311797142029,0.9972661733627319,0.20697583933040242,1,182,,,,,
,,,,,1,199,0.35117363929748535,,,,
0.3086334466934204,0.9350135922431946,0.931267499923706,0.997671902179718,0.23898624818223277,1,208,,,,,
0.2500430643558502,0.9375916123390198,0.9341736435890198,0.9977829456329346,0.2649838017708755,1,234,,,,,
0.20449893176555634,0.9899112582206726,0.9899416565895081,0.9978681206703186,0.28380840286544734,1,260,,,,,
,,,,,1,261,,0.9913304448127747,0.9913013577461243,0.9990589022636414,0.34093613784509536
0.1708008199930191,0.9879480004310608,0.987956702709198,0.9979516863822937,0.3027365914954564,2,287,,,,,
,,,,,2,299,0.13521844148635864,,,,
0.15062466263771057,0.9394187331199646,0.936180055141449,0.9979894757270813,0.3165027955442134,2,313,,,,,
0.13264094293117523,0.9393294453620911,0.9361028075218201,0.9980441927909851,0.3259191123681462,2,339,,,,,
0.12266629934310913,0.9396910071372986,0.9364594221115112,0.9980812668800354,0.3294952601559068,2,365,,,,,
0.11510926485061646,0.939767599105835,0.9365350008010864,0.9981296062469482,0.34643534889300176,2,391,,,,,
,,,,,2,392,,0.99787437915802,0.9978781938552856,0.9995449781417847,0.4812300359538281
,,,,,3,399,0.05970025062561035,,,,
0.1076425313949585,0.939771831035614,0.9365394711494446,0.9981675744056702,0.359451582835987,3,418,,,,,
0.10537881404161453,0.9398739337921143,0.9366402626037598,0.9982340931892395,0.37738571025576956,3,444,,,,,
0.10214415192604065,0.93990159034729,0.9366675615310669,0.998275637626648,0.3949047669538474,3,470,,,,,
0.09941405057907104,0.9404290914535522,0.9372538328170776,0.9983224868774414,0.40530474758811147,3,496,,,,,
,,,,,3,499,0.031732916831970215,,,,
0.10139881819486618,0.9400547742843628,0.9368303418159485,0.998345673084259,0.41391056007628824,3,522,,,,,
,,,,,3,523,,0.9982945919036865,0.9982974529266357,0.9997097849845886,0.5926016605779134
0.0990528091788292,0.9405652284622192,0.9373994469642639,0.998397946357727,0.43345186358110704,4,549,,,,,
0.10277760028839111,0.9402674436569214,0.9370471835136414,0.9984394311904907,0.46050703170411034,4,575,,,,,
,,,,,4,599,0.022097516804933548,,,,
