val_loss,val_acc,val_f1,val_auc,val_tpr,epoch,step,train_loss,train_acc,train_f1,train_auc,train_tpr
0.6434772610664368,0.6487942934036255,0.4633959233760834,0.8991838693618774,0.03500548820373967,0,25,,,,,
0.5807744860649109,0.7144762277603149,0.6028245091438293,0.978911817073822,0.12291581123050012,0,51,,,,,
0.47202080488204956,0.8513684272766113,0.8273088932037354,0.9941421151161194,0.2311098588244503,0,77,,,,,
,,,,,0,99,0.35459983348846436,,,,
0.3373313546180725,0.9282154440879822,0.9238056540489197,0.9948639869689941,0.35904059838241076,0,103,,,,,
0.23497439920902252,0.9409183263778687,0.9380917549133301,0.9956579208374023,0.4864191203415783,0,129,,,,,
,,,,,0,130,,0.7897653579711914,0.7352302074432373,0.9801637530326843,0.22712348450473152
0.17126178741455078,0.9486821889877319,0.9466477632522583,0.9962420463562012,0.5612837049610264,1,156,,,,,
0.13698457181453705,0.9519025683403015,0.9501411318778992,0.9967225193977356,0.6257940515948498,1,182,,,,,
,,,,,1,199,0.06948781758546829,,,,
0.11806143820285797,0.9529682397842407,0.9512620568275452,0.997155487537384,0.6603248914696297,1,208,,,,,
0.1054794043302536,0.9545720219612122,0.9529885053634644,0.9975447654724121,0.6926255060337793,1,234,,,,,
0.09898838400840759,0.95444655418396,0.9528296589851379,0.9979192018508911,0.7237377434372636,1,260,,,,,
,,,,,1,261,,0.997206449508667,0.9972129464149475,0.9994617700576782,0.7823860990122675
0.0928129255771637,0.9554420113563538,0.9539029002189636,0.9981848001480103,0.7524349895227194,2,287,,,,,
,,,,,2,299,0.02503024786710739,,,,
0.09159745275974274,0.9548464417457581,0.9532468318939209,0.9983920454978943,0.772776903208292,2,313,,,,,
0.09131796658039093,0.9543742537498474,0.9527226686477661,0.9985541105270386,0.7900355461910585,2,339,,,,,
0.09130240231752396,0.9542933702468872,0.9526232481002808,0.9986703991889954,0.8044443395877606,2,365,,,,,
0.0880805030465126,0.9553165435791016,0.9537173509597778,0.9987459778785706,0.814825383027051,2,391,,,,,
,,,,,2,392,,0.9978556036949158,0.9978601336479187,0.9999738931655884,0.9572899872604871
,,,,,3,399,0.012437677942216396,,,,
0.08642672747373581,0.9558568000793457,0.9542908668518066,0.998816728591919,0.82242248926838,3,418,,,,,
0.08685992658138275,0.9559482336044312,0.9543776512145996,0.998880922794342,0.8276230328538673,3,444,,,,,
0.09119410067796707,0.9565863609313965,0.9549073576927185,0.99896240234375,0.8323045153638602,3,470,,,,,
0.08678879588842392,0.9581179022789001,0.9565432071685791,0.9990055561065674,0.8354880823350539,3,496,,,,,
,,,,,3,499,0.008494926616549492,,,,
0.08782271295785904,0.9587113261222839,0.9571216106414795,0.9990625977516174,0.8386717969133358,3,522,,,,,
,,,,,3,523,,0.9985122084617615,0.9985144138336182,0.9999915361404419,0.9826101810265271
0.0873827263712883,0.9597451090812683,0.9581776261329651,0.9991089105606079,0.8411007872735561,4,549,,,,,
0.08730429410934448,0.9601343274116516,0.9585757255554199,0.9991486072540283,0.8433015461610298,4,575,,,,,
,,,,,4,599,0.005989072844386101,,,,
0.09195193648338318,0.9596344828605652,0.9579919576644897,0.9992119073867798,0.846062362539451,4,601,,,,,
0.08738652616739273,0.9608745574951172,0.9593361020088196,0.9992421269416809,0.847564787365442,4,627,,,,,
0.09128518402576447,0.9601556062698364,0.958547830581665,0.9992924332618713,0.8498719200204214,4,653,,,,,
,,,,,4,654,,0.9996004104614258,0.9996005296707153,0.9999942183494568,0.9880835185208321
0.08941887319087982,0.9608044028282166,0.9592477083206177,0.999320924282074,0.8512587580744573,5,680,,,,,
,,,,,5,699,0.0031969083938747644,,,,
0.09037958830595016,0.9607915878295898,0.9592311978340149,0.9993513226509094,0.8525090511742858,5,706,,,,,
0.09447281807661057,0.9601194858551025,0.9585001468658447,0.9993965029716492,0.8540609100099628,5,732,,,,,
0.09166110306978226,0.9608384370803833,0.959280788898468,0.9994184374809265,0.855024994993818,5,758,,,,,
0.0946967825293541,0.9606214761734009,0.95902419090271,0.9994516968727112,0.856515101719076,5,784,,,,,
,,,,,5,785,,0.9998161196708679,0.9998161792755127,0.9999951124191284,0.9899460086491574
,,,,,6,799,0.0023406497202813625,,,,
0.09365934878587723,0.9610021710395813,0.9594362378120422,0.999470591545105,0.8572888857388518,6,811,,,,,
0.09402521699666977,0.9610936641693115,0.9595329165458679,0.999488353729248,0.8582908940915738,6,837,,,,,
0.09865438938140869,0.9601768851280212,0.9585347175598145,0.9995216727256775,0.8597358483219067,6,863,,,,,
0.09700437635183334,0.9606661200523376,0.9590651392936707,0.9995355010032654,0.8604191828302583,6,889,,,,,
,,,,,6,899,0.0015267226845026016,,,,
0.0992896556854248,0.9601066708564758,0.9584561586380005,0.9995551705360413,0.8616261449197371,6,915,,,,,
,,,,,6,916,,0.9999136924743652,0.9999136924743652,0.9999957084655762,0.9909200536519109
0.09832450747489929,0.9604129791259766,0.958788275718689,0.9995659589767456,0.8623260297306735,7,942,,,,,
0.09783322364091873,0.9606533646583557,0.9590489268302917,0.9995744228363037,0.863017552217299,7,968,,,,,
0.10330266505479813,0.9592282176017761,0.9575018882751465,0.9996009469032288,0.8643433554905573,7,994,,,,,
,,,,,7,999,0.0013298820704221725,,,,
0.10245903581380844,0.9594792127609253,0.9577745795249939,0.9996100068092346,0.8650490436795238,7,1020,,,,,
0.1043461263179779,0.9590389132499695,0.9572961330413818,0.9996219873428345,0.8660831985975275,7,1046,,,,,
,,,,,7,1047,,0.9999549984931946,0.9999549984931946,0.9999961256980896,0.9916756672384548
0.10314040631055832,0.9595238566398621,0.9578230977058411,0.9996269345283508,0.8666478251408611,8,1073,,,,,
,,,,,8,1099,0.0013232904020696878,,,,
0.10170985758304596,0.9600003361701965,0.9583404660224915,0.9996302723884583,0.8671542394212975,8,1099,,,,,
0.10794195532798767,0.9582986831665039,0.9564904570579529,0.9996514320373535,0.8684426857632138,8,1125,,,,,
0.10755793005228043,0.9584645628929138,0.9566712975502014,0.999657392501831,0.8691002851535539,8,1151,,,,,
0.10916722565889359,0.958149790763855,0.9563283324241638,0.9996647834777832,0.8699538027693631,8,1177,,,,,
,,,,,8,1178,,0.9999699592590332,0.9999699592590332,0.9999964237213135,0.9923687978856909
,,,,,9,1199,0.0009257675264962018,,,,
0.10772165656089783,0.9586645364761353,0.9568888545036316,0.999667227268219,0.8702648239523758,9,1204,,,,,
0.10551447421312332,0.9594260454177856,0.9577168226242065,0.9996669888496399,0.87049950695344,9,1230,,,,,
0.11260067671537399,0.9574286937713623,0.9555422067642212,0.9996864795684814,0.8718289294933578,9,1256,,,,,
0.11243242025375366,0.9575158953666687,0.9556373357772827,0.9996901154518127,0.8724258438011897,9,1282,,,,,
,,,,,9,1299,0.0006945987697690725,,,,
0.11374487727880478,0.9573627710342407,0.9554703235626221,0.9996940493583679,0.8731489134904625,9,1308,,,,,
,,,,,9,1309,,0.999971866607666,0.999971866607666,0.9999967217445374,0.993012712427538
