epoch,lr,step,train_acc,train_auc,train_f1,train_loss,train_precision,train_recall,train_tpr,val_acc,val_auc,val_f1,val_loss,val_precision,val_recall,val_tpr
0,3.9999998989515007e-05,0,,,,0.7007649540901184,,,,,,,,,,
0,4.000024273409508e-05,1,,,,0.7115969657897949,,,,,,,,,,
0,4.00009703298565e-05,2,,,,0.6984151601791382,,,,,,,,,,
0,4.000218177679926e-05,3,,,,0.6947035789489746,,,,,,,,,,
0,4.0003880712902173e-05,4,,,,0.6901737451553345,,,,,,,,,,
0,4.000606350018643e-05,5,,,,0.6918861865997314,,,,,,,,,,
0,4.0008733776630834e-05,6,,,,0.6926568746566772,,,,,,,,,,
0,4.0011884266277775e-05,7,,,,0.6886389255523682,,,,,,,,,,
0,4.001552224508487e-05,8,,,,0.6860948801040649,,,,,,,,,,
0,4.001964771305211e-05,9,,,,0.6829140186309814,,,,,,,,,,
0,4.0024257032200694e-05,10,,,,0.6907301545143127,,,,,,,,,,
0,4.002935020253062e-05,11,,,,0.6802665591239929,,,,,,,,,,
0,4.0034927224041894e-05,12,,,,0.6894693970680237,,,,,,,,,,
0,4.0040991734713316e-05,13,,,,0.6850465536117554,,,,,,,,,,
0,4.004754009656608e-05,14,,,,0.6841573119163513,,,,,,,,,,
0,4.005457230960019e-05,15,,,,0.6791054010391235,,,,,,,,,,
0,4.006209201179445e-05,16,,,,0.6773619055747986,,,,,,,,,,
0,4.007009556517005e-05,17,,,,0.6813755035400391,,,,,,,,,,
0,4.00785866077058e-05,18,,,,0.6734834909439087,,,,,,,,,,
0,4.00875615014229e-05,19,,,,0.6740424633026123,,,,,,,,,,
0,4.0097020246321335e-05,20,,,,0.6728706359863281,,,,,,,,,,
0,4.010696284240112e-05,21,,,,0.6746494770050049,,,,,,,,,,
0,4.011739292764105e-05,22,,,,0.678563117980957,,,,,,,,,,
0,4.0128306864062324e-05,23,,,,0.6704779267311096,,,,,,,,,,
0,4.013970465166494e-05,24,,,,0.6716138124465942,,,,,,,,,,
0,4.015158992842771e-05,25,,,,0.6723915338516235,,,,,,,,,,
0,4.016395905637182e-05,26,,,,0.6717066168785095,,,,,,,,,,
0,4.017681203549728e-05,27,,,,0.6728388667106628,,,,,,,,,,
0,4.019015250378288e-05,28,,,,0.6641796827316284,,,,,,,,,,
0,4.0203973185271025e-05,29,,,,0.6648387908935547,,,,,,,,,,
0,4.0218284993898124e-05,30,,,,0.6614617109298706,,,,,,,,,,
0,4.023307701572776e-05,31,,,,0.6674047112464905,,,,,,,,,,
0,4.0248356526717544e-05,32,,,,0.6652704477310181,,,,,,,,,,
0,4.026411988888867e-05,33,,,,0.6649545431137085,,,,,,,,,,
0,4.0280367102241144e-05,34,,,,0.6611217260360718,,,,,,,,,,
0,4.029709816677496e-05,35,,,,0.6575793027877808,,,,,,,,,,
0,4.0314316720468923e-05,36,,,,0.6576244831085205,,,,,,,,,,
0,4.033201912534423e-05,37,,,,0.6596543788909912,,,,,,,,,,
0,4.035020901937969e-05,38,,,,0.6575138568878174,,,,,,,,,,
0,4.0368879126617685e-05,39,,,,0.6520919799804688,,,,,,,,,,
0,4.038803672301583e-05,40,,,,0.6667371988296509,,,,,,,,,,
0,4.040767817059532e-05,41,,,,0.654222846031189,,,,,,,,,,
0,4.042780346935615e-05,42,,,,0.660696268081665,,,,,,,,,,
0,4.044841625727713e-05,43,,,,0.6418609619140625,,,,,,,,,,
0,4.046950925840065e-05,44,,,,0.6519597172737122,,,,,,,,,,
0,4.049108974868432e-05,45,,,,0.6520421504974365,,,,,,,,,,
0,4.051315409014933e-05,46,,,,0.6481397747993469,,,,,,,,,,
0,4.053570592077449e-05,47,,,,0.6503396034240723,,,,,,,,,,
0,4.055873796460219e-05,48,,,,0.6503385901451111,,,,,,,,,,
0,4.0582257497590035e-05,49,,,,0.6533308029174805,,,,,,,,,,
0,4.0606260881759226e-05,50,,,,0.6436642408370972,,,,,,,,,,
0,4.063074811710976e-05,51,,,,0.6382278203964233,,,,,,,,,,
0,4.065571920364164e-05,52,,,,0.6477620005607605,,,,,,,,,,
0,4.0681177779333666e-05,53,,,,0.6506312489509583,,,,,,,,,,
0,4.070711656822823e-05,54,,,,0.6397293210029602,,,,,,,,,,
0,4.0733542846282944e-05,55,,,,0.6443406939506531,,,,,,,,,,
0,4.0760452975519e-05,56,,,,0.6430946588516235,,,,,,,,,,
0,4.07878469559364e-05,57,,,,0.6394692659378052,,,,,,,,,,
0,4.0815724787535146e-05,58,,,,0.6437792778015137,,,,,,,,,,
0,4.084408647031523e-05,59,,,,0.6443935036659241,,,,,,,,,,
0,4.087293564225547e-05,60,,,,0.6422421932220459,,,,,,,,,,
0,4.0902265027398244e-05,61,,,,0.6429980397224426,,,,,,,,,,
0,4.093208190170117e-05,62,,,,0.6251621842384338,,,,,,,,,,
0,4.096237898920663e-05,63,,,,0.6378470659255981,,,,,,,,,,
0,4.099316356587224e-05,64,,,,0.6316728591918945,,,,,,,,,,
0,4.102443199371919e-05,65,,,,0.6348401308059692,,,,,,,,,,
0,4.105618427274749e-05,66,,,,0.6345348954200745,,,,,,,,,,
0,4.1088420402957126e-05,67,,,,0.6289173364639282,,,,,,,,,,
0,4.112114038434811e-05,68,,,,0.624674379825592,,,,,,,,,,
0,4.1154344216920435e-05,69,,,,0.6341761946678162,,,,,,,,,,
0,4.1188031900674105e-05,70,,,,0.6272177696228027,,,,,,,,,,
0,4.122220343560912e-05,71,,,,0.6266204714775085,,,,,,,,,,
0,4.125685882172547e-05,72,,,,0.6230413913726807,,,,,,,,,,
0,4.129199805902317e-05,73,,,,0.6291483640670776,,,,,,,,,,
0,4.1327621147502214e-05,74,,,,0.6239067316055298,,,,,,,,,,
0,4.13637280871626e-05,75,,,,0.617936909198761,,,,,,,,,,
0,4.140031887800433e-05,76,,,,0.6241393089294434,,,,,,,,,,
0,4.14373935200274e-05,77,,,,0.6226614117622375,,,,,,,,,,
0,4.1474952013231814e-05,78,,,,0.6232086420059204,,,,,,,,,,
0,4.151299435761757e-05,79,,,,0.6209164261817932,,,,,,,,,,
0,4.1551516915205866e-05,80,,,,0.6187530755996704,,,,,,,,,,
0,4.159052696195431e-05,81,,,,0.6143914461135864,,,,,,,,,,
0,4.16300208598841e-05,82,,,,0.6106131076812744,,,,,,,,,,
0,4.166999497101642e-05,83,,,,0.6210111379623413,,,,,,,,,,
