train_tpr,train_f1,train_acc,train_auc,val_tpr_1e4,val_tpr_1e5,val_tpr_1e6,val_tpr_1e7,val_f1,val_acc,val_auc
1.0,1.0,1.0,1.0,1.0,0.5778895541569323,0.5778895541569323,0.5778895541569323,0.9980195402519384,0.9980233748162207,0.9999766992335036
