train_tpr,train_f1,train_acc,train_auc,val_tpr_1e4,val_tpr_1e5,val_tpr_1e6,val_tpr_1e7,val_f1,val_acc,val_auc
0.9978911899017264,0.9995068118102632,0.9995065795645143,0.9999992763070745,0.7399206156752135,0.500057432389315,0.4668487486120506,0.4668487486120506,0.9510685600977427,0.9532318857842971,0.9982084133674867
