train_tpr,train_f1,train_acc,train_auc,val_tpr_1e4,val_tpr_1e5,val_tpr_1e6,val_tpr_1e7,val_f1,val_acc,val_auc
1.0,0.9999833291656247,0.9999833311108147,1.0,0.7561422808947561,0.694002733606694,0.694002733606694,0.694002733606694,0.8907410829791166,0.9014617397536544,0.9993352668600192
