train_loss,epoch,step,val_loss,val_acc,val_f1,val_auc,val_tpr,train_acc,train_f1,train_auc,train_tpr
0.6863563060760498,0,9,,,,,,,,,
0.6664248704910278,0,19,,,,,,,,,
0.5341469049453735,0,29,,,,,,,,,
0.2629779577255249,0,39,,,,,,,,,
0.16530928015708923,0,49,,,,,,,,,
0.0436842255294323,0,59,,,,,,,,,
0.033744893968105316,0,69,,,,,,,,,
0.01831108331680298,0,79,,,,,,,,,
0.029629824683070183,0,89,,,,,,,,,
0.03241904079914093,0,99,,,,,,,,,
,0,103,0.0505787655711174,0.9901367425918579,0.9901744723320007,0.9945414066314697,0.3943007026852518,,,,
0.0188213512301445,0,109,,,,,,,,,
0.046913422644138336,0,119,,,,,,,,,
0.015469846315681934,0,129,,,,,,,,,
0.03406846523284912,0,139,,,,,,,,,
0.0332927443087101,0,149,,,,,,,,,
0.013046881183981895,0,159,,,,,,,,,
0.02106088399887085,0,169,,,,,,,,,
0.020294835790991783,0,179,,,,,,,,,
0.006660159677267075,0,189,,,,,,,,,
0.02693011611700058,0,199,,,,,,,,,
,0,207,0.03950988128781319,0.9930316805839539,0.9930757880210876,0.9958221316337585,0.5010764170460773,,,,
0.011429006233811378,0,209,,,,,,,,,
0.010154804214835167,0,219,,,,,,,,,
0.009058168157935143,0,229,,,,,,,,,
0.018502354621887207,0,239,,,,,,,,,
0.009536324068903923,0,249,,,,,,,,,
0.008461914956569672,0,259,,,,,,,,,
0.014469409361481667,0,269,,,,,,,,,
0.008180757984519005,0,279,,,,,,,,,
0.016841650009155273,0,289,,,,,,,,,
0.00875824224203825,0,299,,,,,,,,,
0.005772214848548174,0,309,,,,,,,,,
,0,311,0.07020067423582077,0.9777486324310303,0.9775063991546631,0.9983486533164978,0.6762666588832364,,,,
0.004747270606458187,0,319,,,,,,,,,
0.02168872393667698,0,329,,,,,,,,,
0.016519375145435333,0,339,,,,,,,,,
0.00971979834139347,0,349,,,,,,,,,
0.007839443162083626,0,359,,,,,,,,,
0.014824802987277508,0,369,,,,,,,,,
0.030315393581986427,0,379,,,,,,,,,
0.004418894648551941,0,389,,,,,,,,,
0.01292671263217926,0,399,,,,,,,,,
0.007975694723427296,0,409,,,,,,,,,
,0,415,0.09635212272405624,0.9693765044212341,0.9686238169670105,0.9988167881965637,0.7496204618458714,,,,
0.008033793419599533,0,419,,,,,,,,,
0.0017801010981202126,0,429,,,,,,,,,
0.0019339462742209435,0,439,,,,,,,,,
0.004595347214490175,0,449,,,,,,,,,
0.0008506050799041986,0,459,,,,,,,,,
0.008850982412695885,0,469,,,,,,,,,
0.013981673866510391,0,479,,,,,,,,,
0.0005422219401225448,0,489,,,,,,,,,
0.00492444122210145,0,499,,,,,,,,,
0.0025199241936206818,0,509,,,,,,,,,
0.0066254278644919395,0,519,,,,,,,,,
,0,519,0.138418510556221,0.9630803465843201,0.9617890119552612,0.9989864826202393,0.7745197921245904,,,,
,0,520,,,,,,0.9686762690544128,0.9680048823356628,0.9972777962684631,0.6641017875354778
0.010053400881588459,1,529,,,,,,,,,
0.005895940121263266,1,539,,,,,,,,,
0.007523755077272654,1,549,,,,,,,,,
0.011019138619303703,1,559,,,,,,,,,
0.025403566658496857,1,569,,,,,,,,,
0.0062600732780992985,1,579,,,,,,,,,
0.011949398554861546,1,589,,,,,,,,,
0.00047522340901196003,1,599,,,,,,,,,
0.003165113739669323,1,609,,,,,,,,,
0.0007061604992486537,1,619,,,,,,,,,
,1,624,0.3590767979621887,0.9130706787109375,0.9049360156059265,0.9987635612487793,0.757621880307499,,,,
0.013526501134037971,1,629,,,,,,,,,
0.011601408943533897,1,639,,,,,,,,,
0.0012034004321321845,1,649,,,,,,,,,
0.0038791848346590996,1,659,,,,,,,,,
0.0003397927794139832,1,669,,,,,,,,,
0.000666793726850301,1,679,,,,,,,,,
0.0008304491639137268,1,689,,,,,,,,,
0.0011439562076702714,1,699,,,,,,,,,
0.00024030878557823598,1,709,,,,,,,,,
0.006756750401109457,1,719,,,,,,,,,
,1,728,0.4545992314815521,0.9035626649856567,0.8934697508811951,0.9985017776489258,0.7381728158818479,,,,
0.0005817435448989272,1,729,,,,,,,,,
0.0008135983953252435,1,739,,,,,,,,,
0.00013721338473260403,1,749,,,,,,,,,
0.00010952799493679777,1,759,,,,,,,,,
0.0006486207130365074,1,769,,,,,,,,,
0.001419680891558528,1,779,,,,,,,,,
0.0015253524761646986,1,789,,,,,,,,,
0.00200481154024601,1,799,,,,,,,,,
0.0002498403482604772,1,809,,,,,,,,,
0.00034447869984433055,1,819,,,,,,,,,
0.0012000820133835077,1,829,,,,,,,,,
,1,832,0.125325545668602,0.964582085609436,0.9633533954620361,0.9992637634277344,0.8103447431919247,,,,
0.0010523505043238401,1,839,,,,,,,,,
0.0005497196107171476,1,849,,,,,,,,,
0.0012602885253727436,1,859,,,,,,,,,
0.010495479218661785,1,869,,,,,,,,,
0.0004051641735713929,1,879,,,,,,,,,
0.0009528326336294413,1,889,,,,,,,,,
0.0004917084006592631,1,899,,,,,,,,,
0.012530442327260971,1,909,,,,,,,,,
0.003886514576151967,1,919,,,,,,,,,
0.0016535858158022165,1,929,,,,,,,,,
,1,936,0.20922237634658813,0.9340542554855347,0.9294916987419128,0.9990888237953186,0.8027294545104332,,,,
0.0017398446798324585,1,939,,,,,,,,,
0.0005632950342260301,1,949,,,,,,,,,
0.0005849397857673466,1,959,,,,,,,,,
0.0015595589065924287,1,969,,,,,,,,,
0.00021885643946006894,1,979,,,,,,,,,
0.0004076500772498548,1,989,,,,,,,,,
0.007526305504143238,1,999,,,,,,,,,
0.0006049699150025845,1,1009,,,,,,,,,
0.00031216591014526784,1,1019,,,,,,,,,
0.0005110612837597728,1,1029,,,,,,,,,
0.0033769840374588966,1,1039,,,,,,,,,
,1,1040,0.474883496761322,0.903132975101471,0.8928273916244507,0.9989525675773621,0.789944336494535,,,,
,1,1041,,,,,,0.9993152022361755,0.9993154406547546,0.9999250173568726,0.9662831397082248
0.00021777156507596374,2,1049,,,,,,,,,
0.0010215765796601772,2,1059,,,,,,,,,
0.00107378582470119,2,1069,,,,,,,,,
0.00034554535523056984,2,1079,,,,,,,,,
0.00010541004303377122,2,1089,,,,,,,,,
0.004086228087544441,2,1099,,,,,,,,,
0.0008584604365751147,2,1109,,,,,,,,,
0.00021087148343212903,2,1119,,,,,,,,,
