train_tpr,train_f1,train_acc,train_auc,val_tpr,val_f1,val_acc,val_auc
0.9999849906754571,0.9971805900368376,0.9971726821434334,0.9999995116294135,0.5595276079622563,0.9518777284920314,0.9532935711125481,0.9982157446747649
