epoch,lr,memory,step,train_acc,train_auc,train_f1,train_loss,train_precision,train_recall,train_tpr,val_acc,val_auc,val_f1,val_loss,val_precision,val_recall,val_tpr
0,4.002221248811111e-05,582320128.0,9,,,,0.7034870386123657,,,,,,,,,,
0,4.009899203083478e-05,582320128.0,19,,,,0.7018447518348694,,,,,,,,,,
0,4.023060682811774e-05,582320128.0,29,,,,0.7059117555618286,,,,,,,,,,
0,4.0417038690065965e-05,582320128.0,39,,,,0.7040249705314636,,,,,,,,,,
0,4.065826942678541e-05,582320128.0,49,,,,0.6999715566635132,,,,,,,,,,
0,4.095426993444562e-05,582320128.0,59,,,,0.6994640231132507,,,,,,,,,,
0,4.130500747123733e-05,582320128.0,69,,,,0.696625828742981,,,,,,,,,,
0,4.171044201939367e-05,582320128.0,79,,,,0.6924454569816589,,,,,,,,,,
0,4.217052264721133e-05,582320128.0,89,,,,0.6907991766929626,,,,,,,,,,
0,4.268520206096582e-05,582320128.0,99,,,,0.6933338642120361,,,,,,,,,,
0,4.3254418415017426e-05,582320128.0,109,,,,0.6959714889526367,,,,,,,,,,
0,4.387810986372642e-05,582320128.0,119,,,,0.6855320930480957,,,,,,,,,,
0,4.455620364751667e-05,582320128.0,129,,,,0.6847424507141113,,,,,,,,,,
0,4.528861973085441e-05,582320128.0,139,,,,0.6833467483520508,,,,,,,,,,
0,4.6075278078205884e-05,582320128.0,149,,,,0.6801220774650574,,,,,,,,,,
0,4.691608410212211e-05,582320128.0,159,,,,0.6881246566772461,,,,,,,,,,
0,4.7810950491111726e-05,582320128.0,169,,,,0.6813051104545593,,,,,,,,,,
0,4.87597644678317e-05,582320128.0,179,,,,0.6770319938659668,,,,,,,,,,
0,4.976242780685425e-05,582320128.0,189,,,,0.6714703440666199,,,,,,,,,,
0,5.0818816816899925e-05,582320128.0,199,,,,0.6623349785804749,,,,,,,,,,
0,5.1928815082646906e-05,582320128.0,209,,,,0.657253623008728,,,,,,,,,,
0,5.309229527483694e-05,582320128.0,219,,,,0.6533793807029724,,,,,,,,,,
0,5.430912642623298e-05,582320128.0,229,,,,0.639808177947998,,,,,,,,,,
0,5.557916665566154e-05,582320128.0,239,,,,0.6227816343307495,,,,,,,,,,
0,5.690227044397034e-05,582320128.0,249,,,,0.598686695098877,,,,,,,,,,
0,5.827829227200709e-05,582320128.0,259,,,,0.5675340890884399,,,,,,,,,,
0,5.9707068430725485e-05,582320128.0,269,,,,0.524988055229187,,,,,,,,,,
0,6.1188438849058e-05,582320128.0,279,,,,0.49908730387687683,,,,,,,,,,
0,6.272223254200071e-05,582320128.0,289,,,,0.46642446517944336,,,,,,,,,,
0,6.430826761061326e-05,582320128.0,299,,,,0.42033013701438904,,,,,,,,,,
0,6.594638398382813e-05,582320128.0,309,,,,0.36590343713760376,,,,,,,,,,
0,6.763637065887451e-05,582320128.0,319,,,,0.34571754932403564,,,,,,,,,,
0,6.937804573681206e-05,582320128.0,329,,,,0.2997695803642273,,,,,,,,,,
0,7.117121276678517e-05,582320128.0,339,,,,0.2826507091522217,,,,,,,,,,
0,7.301566074602306e-05,582320128.0,349,,,,0.2406492829322815,,,,,,,,,,
0,7.491118594771251e-05,582320128.0,359,,,,0.24291524291038513,,,,,,,,,,
0,7.685756281716749e-05,582320128.0,369,,,,0.241784930229187,,,,,,,,,,
0,7.885457307565957e-05,582320128.0,379,,,,0.23573583364486694,,,,,,,,,,
0,8.090199116850272e-05,582320128.0,389,,,,0.19432932138442993,,,,,,,,,,
0,8.299957698909566e-05,582320128.0,399,,,,0.2074757218360901,,,,,,,,,,
0,8.514709770679474e-05,582320128.0,409,,,,0.21415576338768005,,,,,,,,,,
0,8.734430593904108e-05,582320128.0,419,,,,0.1905849128961563,,,,,,,,,,
0,8.959094702731818e-05,582320128.0,429,,,,0.1650640070438385,,,,,,,,,,
0,9.188677358906716e-05,582320128.0,439,,,,0.1910163015127182,,,,,,,,,,
0,9.423150913789868e-05,582320128.0,449,,,,0.1961713284254074,,,,,,,,,,
0,9.662489901529625e-05,582320128.0,459,,,,0.13010884821414948,,,,,,,,,,
